pair,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,comparison_id,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
19,08A,B,3.0,3_3,B,8.0,,,08A,,,791042,792800,1758,A,3.0,3_3,B,8.0,,08A,,,,803119,803399,280,,en hij heeft aan de bovenkant heb je een soort van zo'n vierkant tegen elkaar aan.,,and he has at the top you kind of have a square like this against each other.,,,08A,08A,True,"Ja, dus eh zo'n vierkant achter, twee van die gebouwen en dan rechts en onder een uitsteeksel en voor een neus.",,"Yes, so um such a square behind, two of those buildings and then right and below a protrusion and in front a nose.",,,08A,,,True,880,791042.0,792800.0,1758.0,803094.0,803424.0,330.0,right,both,both
19,08B,B,3.0,3_3,B,8.0,,,08B,,,793965,794325,360,A,3.0,3_3,B,8.0,,08B,,,,803999,804274,275,,Waar twee van die gebouwen aan beide kanten ingaan.,,Where two of those buildings go in on either side.,,,08B,08B,True,"Ja, dus eh zo'n vierkant achter, twee van die gebouwen en dan rechts en onder een uitsteeksel en voor een neus.",,"Yes, so um such a square behind, two of those buildings and then right and below a protrusion and in front a nose.",,08B,08B,,,True,881,793965.0,794325.0,360.0,803971.5,804301.5,330.0,both,both,both
19,08B,A,3.0,3_3,B,8.0,,08B,,,,803999,804274,275,B,4.0,4_4,A,8.0,,,08B,,,1026119,1027000,881,"Ja, dus eh zo'n vierkant achter, twee van die gebouwen en dan rechts en onder een uitsteeksel en voor een neus.",,"Yes, so um such a square behind, two of those buildings and then right and below a protrusion and in front a nose.",,08B,08B,,,True,Volgens dat is toch die dat vier,"Ja, met die vierkant met die gebouwen er tegenaan.",According to that isn't that that four,"Yes, with that square with those buildings against it.",,,08B,08B,True,882,803971.5,804301.5,330.0,1026119.0,1027000.0,881.0,both,both,both
19,11A,A,3.0,3_6,A,11.0,,11A,,,,838365,838885,520,B,4.0,4_9,B,11.0,,,11A,,11D,1082135,1082515,380,,,,,,11A,,,True,(ui) giraf,Ehm dit is die giraf met die neus en die twee uitsteeksels.,(onion) giraffe,Um this is that giraffe with the nose and the two protrusions.,,,11D,11A,True,883,838365.0,838885.0,520.0,1082135.0,1082515.0,380.0,right,both,both
19,11D,A,3.0,3_6,A,11.0,,11D,,,,839285,840879,1594,B,4.0,4_9,B,11.0,,,11A,,11D,1082135,1082515,380,"Eén rechte en één gekke andere uitsteeksel, zeg maar, bovenop.",,"One straight and one crazy other protrusion, say, on top.",,,11D,,,True,(ui) giraf,Ehm dit is die giraf met die neus en die twee uitsteeksels.,(onion) giraffe,Um this is that giraffe with the nose and the two protrusions.,,,11D,11A,True,884,839285.0,840879.0,1594.0,1082135.0,1082515.0,380.0,right,both,both
19,11C,A,3.0,3_6,A,11.0,,11C,,,,843379,843579,200,B,4.0,4_9,B,11.0,,,11C,,,1084379,1084939,560,En dan één zo'n flapje naar links.,,And then one such flap to the left.,,11C,,,,True,,"Eentje rechthoek, eentje anders en de uitsteeksel aan de linkerkant.",,"One rectangle, one different and the protrusion on the left side.",,,11C,,True,885,843314.0,843644.0,330.0,1084379.0,1084939.0,560.0,left,left,left
19,01C,A,3.0,3_8,A,1.0,,01C,,,,863819,864459,640,B,4.0,4_5,B,1.0,,,01C,,,1035404,1035724,320,,,,,,01C,,,True,,Met de twee gebouwen erin,,With the two buildings in it,,,01C,01C,True,886,863819.0,864459.0,640.0,1035399.0,1035729.0,330.0,right,both,both
19,15C,A,3.0,3_10,A,15.0,,15C,,,,882532,883819,1287,B,4.0,4_11,B,15.0,,,15C,,,1106515,1107215,700,"Dit is eh diegene met dat dienblad, een beetje onder.",,"This is um the one with the tray, a little below.",,15C,15C,,,True,,"Ehm oh, dit is de de die die in het dienblad hangt",,"Um oh, this is the one hanging in the tray",,,15C,15C,True,887,882532.0,883819.0,1287.0,1106515.0,1107215.0,700.0,both,both,both
19,15B,A,3.0,3_10,A,15.0,,15B,,,,884139,885179,1040,B,4.0,4_11,B,15.0,,,15B,,,1107502,1108122,620,En dan die olifantenneus.,,And then that elephant nose.,,,15B,,,True,,"Ehm oh, dit is de de die die in het dienblad hangt",,"Um oh, this is the one hanging in the tray",,,,15B,True,888,884139.0,885179.0,1040.0,1107502.0,1108122.0,620.0,right,right,right
19,15A,A,3.0,3_10,A,15.0,,15A,,,,886839,887279,440,B,4.0,4_11,B,15.0,,,15A,,,1108858,1109118,260,"En twee st- sliertjes boven, twee uitsteeksels.",,"And two st- strings above, two protrusions.",,,15A,,,True,,met de olifantensnurf en de twee sprietjes bovenop.,,With the elephant snare and the two sprites on top.,,,15A,15A,True,889,886839.0,887279.0,440.0,1108823.0,1109153.0,330.0,right,both,both
19,15D,A,3.0,3_10,A,15.0,,15D,,,,888779,889141,362,B,4.0,4_11,B,15.0,,,15D,,,1114799,1116599,1800,En links nog een arm.,,And another arm on the left.,,15D,,,,True,Even kijken hoor.,En dan links ook nog een soort van rechthoekige arm die eruit komt.,Let's see here.,And then also a kind of rectangular arm coming out on the left.,,,15D,,True,890,888779.0,889141.0,362.0,1114799.0,1116599.0,1800.0,left,left,left
19,07B,A,3.0,3_12,A,7.0,,07B,,,,902149,902779,630,B,4.0,4_13,B,7.0,,,07B,,,1130269,1130808,539,Ehm dit is dienblad boven,,Um this is tray above,,07B,07B,,,True,,"Eh dit is de andere mok die een dienblad had, die uit dat vierkante bekertje drinkt.",,"Um this is the other mug that had a tray, drinking out of that square cup.",,,07B,07B,True,891,902149.0,902779.0,630.0,1130269.0,1130808.0,539.0,both,both,both
19,07A,A,3.0,3_12,A,7.0,,07A,,,,903867,904227,360,B,4.0,4_13,B,7.0,,,07A,,,1131598,1133037,1439,En dat hij uit een bakje dringt.,,And that he urges from a bowl.,,,07A,,,True,,"Eh dit is de andere mok die een dienblad had, die uit dat vierkante bekertje drinkt.",,"Um this is the other mug that had a tray, drinking out of that square cup.",,,07A,07A,True,892,903867.0,904227.0,360.0,1131598.0,1133037.0,1439.0,right,both,both
19,09D,A,3.0,3_14,A,9.0,,09D,,,,927546,928386,840,B,4.0,4_3,B,9.0,,,09D,,,1013955,1014473,518,Ehm dit is eh diegene met zo'n rondje aan de achterkant.,,Ehm this is eh the one with such a round on the back.,,,09D,,,True,,"Ehm ja, dit is die we net ook hadden met die cirkel achter.",,"Um yeah, this is the one we just had too with that circle behind.",,,09D,,True,893,927546.0,928386.0,840.0,1013955.0,1014473.0,518.0,right,left,right_left
19,09C,A,3.0,3_14,A,9.0,,09C,,,,931239,931999,760,B,4.0,4_3,B,9.0,,,09C,,,1016527,1017318,791,En een een neus naar links.,,And a nose to the left.,,,09C,,,True,,en een uitsteeksel naar links,,and a protrusion to the left,,,09C,,True,894,931239.0,931999.0,760.0,1016527.0,1017318.0,791.0,right,left,right_left
19,09A,A,3.0,3_14,A,9.0,,09A,,,,934016,934439,423,B,4.0,4_3,B,9.0,,,09A,,,1015055,1015650,595,"En dan één uitsteeksel, zo'n een soort van lepel, wat je zei toen eh.",,"And then one protrusion, kind of like a spoon, what you said then eh.",,,09A,,,True,,Een soort van die lepel die eruit steekt,,Kind of like that spoon sticking out,,,,09A,True,895,934016.0,934439.0,423.0,1015055.0,1015650.0,595.0,right,right,right
19,09B,B,3.0,3_14,A,9.0,,,09B,,,936110,937070,960,A,3.0,3_14,A,9.0,,09B,09B,,,936116,936356,240,En dan onder...,"Ja, en onderop ook.",And then under...,"Yes, and at the bottom as well.",,,09B,09B,True,En dan onder...,"Ja, en onderop ook.",And then under...,"Yes, and at the bottom as well.",09B,,09B,09B,True,896,936110.0,937070.0,960.0,936071.0,936401.0,330.0,left,both,both
19,09B,A,3.0,3_14,A,9.0,,09B,09B,,,936116,936356,240,B,4.0,4_3,B,9.0,,,09B,,,1017814,1018274,460,En dan onder...,"Ja, en onderop ook.",And then under...,"Yes, and at the bottom as well.",09B,,09B,09B,True,"Oh ja, en die leus- neus naar links, ja.",en een uitsteeksel naar links,"Oh yes, and that slogan-nose to the left, yes.",and a protrusion to the left,,,09B,09B,True,897,936071.0,936401.0,330.0,1017814.0,1018274.0,460.0,left,both,both
19,14B,B,3.0,3_15,B,14.0,,,14D,,14B,963689,964259,570,A,3.0,3_15,B,14.0,,14D,,14B,,969659,970139,480,,En aan links en rechts komt er een soort van twee armen uit.,,"And on the left and on the right, kind of two arms come out.",,,14B,14D,True,,"Re- of ovaal cirkel, daartussen weet je.",,"Re- or oval circle, in between you know.",14B,14D,,,True,898,963689.0,964259.0,570.0,969659.0,970139.0,480.0,both,both,both
19,14D,B,3.0,3_15,B,14.0,,,14D,,14B,963689,964259,570,A,3.0,3_15,B,14.0,,14D,,14B,,969659,970139,480,,En aan links en rechts komt er een soort van twee armen uit.,,"And on the left and on the right, kind of two arms come out.",,,14B,14D,True,,"Re- of ovaal cirkel, daartussen weet je.",,"Re- or oval circle, in between you know.",14B,14D,,,True,899,963689.0,964259.0,570.0,969659.0,970139.0,480.0,both,both,both
19,14C,B,3.0,3_15,B,14.0,,,14C,,,964799,965159,360,A,4.0,4_6,A,14.0,,14C,,,,1048421,1048641,220,,En bovenop een cirkel.,,And on top of a circle.,,,14C,,True,En met die staaf,,And with that rod,,,14C,,,True,900,964799.0,965159.0,360.0,1048366.0,1048696.0,330.0,right,left,right_left
19,14B,A,3.0,3_15,B,14.0,,14D,,14B,,969659,970139,480,B,3.0,3_15,B,14.0,,,14B,,,971056,971396,340,,"Re- of ovaal cirkel, daartussen weet je.",,"Re- or oval circle, in between you know.",14B,14D,,,True,,"Ja, precies.",,"Yes, exactly.",,,14B,14B,True,901,969659.0,970139.0,480.0,971056.0,971396.0,340.0,both,both,both
19,14B,B,3.0,3_15,B,14.0,,,14B,,,971056,971396,340,A,4.0,4_6,A,14.0,,14D,,14B,,1047141,1047481,340,,"Ja, precies.",,"Yes, exactly.",,,14B,14B,True,Dit is eh met die armen naar achter.,,This is eh with those arms back.,,14B,14D,,,True,902,971056.0,971396.0,340.0,1047141.0,1047481.0,340.0,both,both,both
19,09D,B,4.0,4_3,B,9.0,,,09D,,,1013955,1014473,518,A,5.0,5_2,A,9.0,,09D,,,,1167549,1168009,460,,"Ehm ja, dit is die we net ook hadden met die cirkel achter.",,"Um yeah, this is the one we just had too with that circle behind.",,,09D,,True,Dit is ehm ja met dat rondje achter.,,This is um yes with that round behind.,,,09D,,,True,903,1013955.0,1014473.0,518.0,1167549.0,1168009.0,460.0,right,left,right_left
19,09A,B,4.0,4_3,B,9.0,,,09A,,,1015055,1015650,595,A,5.0,5_2,A,9.0,,09A,,,,1168494,1168934,440,,Een soort van die lepel die eruit steekt,,Kind of like that spoon sticking out,,,,09A,True,En dan dat lepeltje erin.,,And then that spoon in.,,,09A,,,True,904,1015055.0,1015650.0,595.0,1168494.0,1168934.0,440.0,right,right,right
19,09C,B,4.0,4_3,B,9.0,,,09C,,,1016527,1017318,791,A,5.0,5_2,A,9.0,,09C,,,,1169440,1169820,380,,en een uitsteeksel naar links,,and a protrusion to the left,,,09C,,True,En dan dat lepeltje erin.,,And then that spoon in.,,09C,,,,True,905,1016527.0,1017318.0,791.0,1169440.0,1169820.0,380.0,left,left,left
19,01A,B,4.0,4_5,B,1.0,,,01A,,,1036190,1036510,320,A,5.0,5_14,A,1.0,,01A,,,,1260824,1261324,500,,en de paddenstoel bovenop.,,and the mushroom on top.,,,01A,,True,En die paddenstoel bovenop.,,And that mushroom on top.,,,01A,,,True,906,1036185.0,1036515.0,330.0,1260824.0,1261324.0,500.0,right,left,right_left
19,14B,A,4.0,4_6,A,14.0,,14D,,14B,,1047141,1047481,340,B,5.0,5_3,B,14.0,,,14D,,14B,1175363,1175954,591,Dit is eh met die armen naar achter.,,This is eh with those arms back.,,14B,14D,,,True,,Ehm jait is weer die staaf met die twee armen zo naar achter.,,Ehm jait is again that rod with those two arms so backwards.,,,14B,14D,True,907,1047141.0,1047481.0,340.0,1175363.0,1175954.0,591.0,both,both,both
19,14D,A,4.0,4_6,A,14.0,,14D,,14B,,1047141,1047481,340,B,5.0,5_3,B,14.0,,,14D,,14B,1175363,1175954,591,Dit is eh met die armen naar achter.,,This is eh with those arms back.,,14B,14D,,,True,,Ehm jait is weer die staaf met die twee armen zo naar achter.,,Ehm jait is again that rod with those two arms so backwards.,,,14B,14D,True,908,1047141.0,1047481.0,340.0,1175363.0,1175954.0,591.0,both,both,both
19,14C,A,4.0,4_6,A,14.0,,14C,,,,1048421,1048641,220,B,5.0,5_3,B,14.0,,,14C,,,1174598,1174818,220,En met die staaf,,And with that rod,,,14C,,,True,,Ehm jait is weer die staaf met die twee armen zo naar achter.,,Ehm jait is again that rod with those two arms so backwards.,,,14C,14C,True,909,1048366.0,1048696.0,330.0,1174543.0,1174873.0,330.0,right,both,both
19,16D,A,4.0,4_8,A,16.0,,16D,,,,1073917,1074777,860,B,5.0,5_13,B,16.0,,,16D,,,1255018,1255298,280,,,,,,16D,,,True,En dan die olifantenslurf.,En die slurf.,And then that elephant trunk.,And that trunk.,,,16D,,True,910,1073917.0,1074777.0,860.0,1254993.0,1255323.0,330.0,right,left,right_left
19,11B,B,4.0,4_9,B,11.0,,,11B,,,1080168,1081528,1360,A,4.0,4_9,B,11.0,,11B,,,,1087637,1088057,420,,Ehm dit is die giraf met die neus en die twee uitsteeksels.,,Um this is that giraffe with the nose and the two protrusions.,,,,11B,True,En met die eh ronde neus.,,And with that um round nose.,,,11B,,,True,911,1080168.0,1081528.0,1360.0,1087637.0,1088057.0,420.0,right,right,right
19,15C,B,4.0,4_11,B,15.0,,,15C,,,1106515,1107215,700,A,5.0,5_10,A,15.0,,15C,,,,1225808,1227089,1281,,"Ehm oh, dit is de de die die in het dienblad hangt",,"Um oh, this is the one hanging in the tray",,,15C,15C,True,"Ehm dit is eh die dienblad, dat dienblad zeg maar onderaan",,"Um this is um that tray, that tray say at the bottom",,15C,15C,,,True,912,1106515.0,1107215.0,700.0,1225808.0,1227089.0,1281.0,both,both,both
19,15B,B,4.0,4_11,B,15.0,,,15B,,,1107502,1108122,620,A,5.0,5_10,A,15.0,,15B,,,,1227730,1227910,180,,"Ehm oh, dit is de de die die in het dienblad hangt",,"Um oh, this is the one hanging in the tray",,,,15B,True,en dan die olifantenslurf,Mhm,and then that elephant trunk,Mhm,,15B,,,True,913,1107502.0,1108122.0,620.0,1227655.0,1227985.0,330.0,right,right,right
19,07B,B,4.0,4_13,B,7.0,,,07B,,,1130269,1130808,539,A,5.0,5_4,A,7.0,,07B,,,,1185974,1186950,976,,"Eh dit is de andere mok die een dienblad had, die uit dat vierkante bekertje drinkt.",,"Um this is the other mug that had a tray, drinking out of that square cup.",,,07B,07B,True,Dit is eh de het dienblad,,This is eh the tray,,07B,07B,,,True,914,1130269.0,1130808.0,539.0,1185974.0,1186950.0,976.0,both,both,both
19,13A,A,4.0,4_15,B,13.0,,13A,,,,1148299,1148663,364,B,4.0,4_15,B,13.0,,,13A,,,1149464,1149595,131,"Die eh met die ketting, toch?",Ja.,"The one um with the chain, right?",Yes.,13A,13A,,,True,,"Ja, precies, ja, ja, ja",,"Yes, exactly, yes, yes, yes",,,13A,13A,True,915,1148299.0,1148663.0,364.0,1149364.5,1149694.5,330.0,both,both,both
19,09D,A,5.0,5_2,A,9.0,,09D,,,,1167549,1168009,460,B,6.0,6_5,B,9.0,,,09D,,,1307693,1308133,440,Dit is ehm ja met dat rondje achter.,,This is um yes with that round behind.,,,09D,,,True,,Ehm dit is het mok met een cirkel achterop,,Um this is the mug with a circle on the back,,,09D,,True,916,1167549.0,1168009.0,460.0,1307693.0,1308133.0,440.0,right,left,right_left
19,09A,A,5.0,5_2,A,9.0,,09A,,,,1168494,1168934,440,B,6.0,6_5,B,9.0,,,09A,,,1308622,1309640,1018,En dan dat lepeltje erin.,,And then that spoon in.,,,09A,,,True,,en een lepeltje die eruit komt.,,And a spoonful coming out.,,,,09A,True,917,1168494.0,1168934.0,440.0,1308622.0,1309640.0,1018.0,right,right,right
19,09C,A,5.0,5_2,A,9.0,,09C,,,,1169440,1169820,380,B,6.0,6_5,B,9.0,,,09C,,,1309946,1310406,460,En dan dat lepeltje erin.,,And then that spoon in.,,09C,,,,True,"Oh ja, ja.",en een lepeltje die eruit komt.,"Oh yes, yes.",And a spoonful coming out.,,,09C,,True,918,1169440.0,1169820.0,380.0,1309946.0,1310406.0,460.0,left,left,left
19,14C,B,5.0,5_3,B,14.0,,,14C,,,1174598,1174818,220,A,5.0,5_3,B,14.0,,14C,,,,1181526,1181786,260,,Ehm jait is weer die staaf met die twee armen zo naar achter.,,Ehm jait is again that rod with those two arms so backwards.,,,14C,14C,True,En met die staaf naar beneden.,,And with that rod down.,,,14C,,,True,919,1174543.0,1174873.0,330.0,1181491.0,1181821.0,330.0,right,both,both
19,14B,B,5.0,5_3,B,14.0,,,14D,,14B,1175363,1175954,591,A,5.0,5_3,B,14.0,,14D,,14B,,1178673,1180815,2142,,Ehm jait is weer die staaf met die twee armen zo naar achter.,,Ehm jait is again that rod with those two arms so backwards.,,,14B,14D,True,"Oh, die ja.","En dat de het de bol aan de bovenkant, het rondje.","Oh, those yes.","And that the it the sphere at the top, the round.",14B,14D,,,True,920,1175363.0,1175954.0,591.0,1178673.0,1180815.0,2142.0,both,both,both
19,14D,B,5.0,5_3,B,14.0,,,14D,,14B,1175363,1175954,591,A,5.0,5_3,B,14.0,,14D,,14B,,1178673,1180815,2142,,Ehm jait is weer die staaf met die twee armen zo naar achter.,,Ehm jait is again that rod with those two arms so backwards.,,,14B,14D,True,"Oh, die ja.","En dat de het de bol aan de bovenkant, het rondje.","Oh, those yes.","And that the it the sphere at the top, the round.",14B,14D,,,True,921,1175363.0,1175954.0,591.0,1178673.0,1180815.0,2142.0,both,both,both
19,14C,A,5.0,5_3,B,14.0,,14C,,,,1181526,1181786,260,B,6.0,6_16,A,14.0,,,14C,,,1392595,1393260,665,En met die staaf naar beneden.,,And with that rod down.,,,14C,,,True,Ja.,"Ja, en die staaf.",Yes.,"Yes, and that rod.",,,14C,,True,922,1181491.0,1181821.0,330.0,1392595.0,1393260.0,665.0,right,left,right_left
19,07B,A,5.0,5_4,A,7.0,,07B,,,,1185974,1186950,976,B,6.0,6_11,B,7.0,,,07B,,,1352331,1352791,460,Dit is eh de het dienblad,,This is eh the tray,,07B,07B,,,True,,Eh dit is het andere mok wat in de dienblad hangt,,Um this is the other mug hanging in the tray,,,07B,07B,True,923,1185974.0,1186950.0,976.0,1352331.0,1352791.0,460.0,both,both,both
19,15C,A,5.0,5_10,A,15.0,,15C,,,,1225808,1227089,1281,B,6.0,6_1,B,15.0,,,15C,,,1279445,1279590,145,"Ehm dit is eh die dienblad, dat dienblad zeg maar onderaan",,"Um this is um that tray, that tray say at the bottom",,15C,15C,,,True,,Eh dit is weer het kopje in het dienblad met olifantenslurf en de twee sprietjes bovenaan.,,Um this is again the cup in the tray with elephant trunk and the two sprites at the top.,,,15C,15C,True,924,1225808.0,1227089.0,1281.0,1279352.5,1279682.5,330.0,both,both,both
19,15B,A,5.0,5_10,A,15.0,,15B,,,,1227730,1227910,180,B,6.0,6_1,B,15.0,,,15B,,,1279684,1280124,440,en dan die olifantenslurf,Mhm,and then that elephant trunk,Mhm,,15B,,,True,,Eh dit is weer het kopje in het dienblad met olifantenslurf en de twee sprietjes bovenaan.,,Um this is again the cup in the tray with elephant trunk and the two sprites at the top.,,,,15B,True,925,1227655.0,1227985.0,330.0,1279684.0,1280124.0,440.0,right,right,right
19,16A,B,5.0,5_13,B,16.0,,,16A,,16C,1251856,1252516,660,A,6.0,6_12,A,16.0,,16A,,16C,,1364877,1365197,320,,En bovenaan en linksvooraan komen die twee soort van ovaalvormige uitsteeksels.,,"And at the top and at the front left, there will be these two kind of oval-shaped protrusions.",,,16C-REP,16A-REP,True,,,,,16C,16A,,,True,926,1251856.0,1252516.0,660.0,1364872.0,1365202.0,330.0,both,both,both
19,16C,B,5.0,5_13,B,16.0,,,16A,,16C,1251856,1252516,660,A,6.0,6_12,A,16.0,,16C,,,,1364737,1365197,460,,En bovenaan en linksvooraan komen die twee soort van ovaalvormige uitsteeksels.,,"And at the top and at the front left, there will be these two kind of oval-shaped protrusions.",,,16C-REP,16A-REP,True,En dan de olifantslurf aan de achterkant.,,And then the elephant trunk at the back.,,16C,,,,True,927,1251856.0,1252516.0,660.0,1364737.0,1365197.0,460.0,left,both,both
19,16D,B,5.0,5_13,B,16.0,,,16D,,,1255018,1255298,280,A,5.0,5_13,B,16.0,,16D,,,,1255338,1255498,160,En dan die olifantenslurf.,En die slurf.,And then that elephant trunk.,And that trunk.,,,16D,,True,En dan die olifantenslurf.,En die slurf.,And then that elephant trunk.,And that trunk.,16D,,,,True,928,1254993.0,1255323.0,330.0,1255253.0,1255583.0,330.0,left,left,left
19,01A,A,5.0,5_14,A,1.0,,01A,,,,1260824,1261324,500,B,6.0,6_15,B,1.0,,,01A,,,1385359,1385519,160,En die paddenstoel bovenop.,,And that mushroom on top.,,,01A,,,True,,"Ehm dit is die met het vierkant, het schild voorop, twee gebouwen links en een paddenstoel bovenop.",,"Um this is the one with the square, the shield in front, two buildings on the left and a mushroom on top.",,,,01A,True,929,1260824.0,1261324.0,500.0,1385274.0,1385604.0,330.0,right,right,right
19,15C,B,6.0,6_1,B,15.0,,,15C,,,1279445,1279590,145,A,6.0,6_1,B,15.0,,15C,,,,1286452,1288272,1820,,Eh dit is weer het kopje in het dienblad met olifantenslurf en de twee sprietjes bovenaan.,,Um this is again the cup in the tray with elephant trunk and the two sprites at the top.,,,15C,15C,True,Ehm die dat lage dienblad.,,Um that that low tray.,,15C,15C,,,True,930,1279352.5,1279682.5,330.0,1286452.0,1288272.0,1820.0,both,both,both
20,04B,B,1.0,1_1,B,4.0,,,04B,,,13348,13568,220,A,1.0,1_1,B,4.0,,04B,,,,29071,29851,780,,Eh ik zie een ding met twee vierkante uitsteeksels,,Um I see a thing with two square protrusions,,,,04B-REP,True,Een soort neus met twee dan zo'n soort planken aan de zijkant.,,A kind of nose with two then that kind of boards on the side.,,04B,,,,True,931,13293.0,13623.0,330.0,29071.0,29851.0,780.0,left,right,left_right
20,04A,B,1.0,1_1,B,4.0,,,04A,,,34175,35025,850,A,2.0,2_6,A,4.0,,04A,,,,618913,619373,460,Zo'n top.,"Ja, en op de bovenkant een driehoek zonder top.",Such a summit.,"Yes, and on the top a triangle without a top.",,,04A,04A,True,en een eh piramide op de bovenkant die geen bovenkant- is eh geen top heeft.,,And an eh pyramid on top that is no top eh has no top.,,,04A,,,True,932,34175.0,35025.0,850.0,618913.0,619373.0,460.0,right,both,both
20,16B,B,1.0,1_7,B,16.0,,,16B,,,258120,258640,520,A,2.0,2_10,A,16.0,,16B,,,,750317,750437,120,,"Ja, met (die) kleine vierkantjes allemaal die steeds kleiner worden ofzo.",,"Yes, with (those) little squares all getting smaller and smaller or something.",,,16B,,True,En aan rechts heeft het dat eh die vierkant dat steeds meer afloopt.,,"And on the right, it has that um that square that keeps coming off.",,,16B,,,True,933,258120.0,258640.0,520.0,750212.0,750542.0,330.0,right,left,right_left
20,03C,A,1.0,1_8,A,3.0,,03C,,,,271428,271748,320,B,1.0,1_8,A,3.0,,,03C,,,282559,283099,540,Er zit zo'n soort slurf aan de onderkant.,,There is such a kind of trunk at the bottom.,,,03C,,,True,,Is dat dat uitsteeksel aan de onderkant wat een beetje een soort van gedraaid is?,,Is that that protrusion at the bottom that's kind of twisted?,,,,03C-REP,True,934,271423.0,271753.0,330.0,282559.0,283099.0,540.0,right,right,right
20,12A,B,1.0,1_9,B,12.0,,,12A,,,297993,302735,4742,A,1.0,1_9,B,12.0,,12A,,,,323525,323945,420,,Aan de rechterkant is het een soort van plat plateau,,On the right side it is a kind of flat plateau,,,,12A,True,"En dan, oké, en rechts is gewoon een platte cirkel, zeg maar.",,"And then, okay, and right is just a flat circle, say.",,,12A,,,True,935,297993.0,302735.0,4742.0,323525.0,323945.0,420.0,right,right,right
20,12A,A,1.0,1_9,B,12.0,,12A,,,,323970,324565,595,B,3.0,3_13,B,12.0,,,12A,,,984758,985038,280,"En dan, oké, en rechts is gewoon een platte cirkel, zeg maar.",,"And then, okay, and right is just a flat circle, say.",,,12A,,,True,,"Eh dit is die met dat platgeslagen rondje aan de zijkant, aan de rechterkant.",,"Um this is the one with that flattened round on the side, on the right.",,,,12A,True,936,323970.0,324565.0,595.0,984733.0,985063.0,330.0,right,right,right
20,10A,B,1.0,1_11,B,10.0,,,10A,,10E,357389,357629,240,A,2.0,2_4,A,10.0,,10A,,,,592731,593071,340,,Eh dus dezelfde soort uitstekers zoals aan de zijkant met twee bolletjes er aan vast.,,Um so the same kind of cutters as on the side with two balls attached.,,,10E,10A,True,Aan de ene kant is het iets langer.,,"On the one hand, it's a little longer.",,,10A,,,True,937,357344.0,357674.0,330.0,592731.0,593071.0,340.0,right,both,both
20,10D,B,1.0,1_11,B,10.0,,,10D,,,361659,361899,240,A,1.0,1_11,B,10.0,,10D,,,,384605,385085,480,,En dan half achter zit een soort van vierkant wat een beetje naar boven uitsteekt,,And then half behind is a kind of square that sticks out a little bit to the top,,,10D,10D,True,"En aan de achterkant, schuin aan de achterkant, zit een soort platgeslagen vierkant met een stuk eraan.",,"And at the back, diagonally at the back, there is a kind of flattened square with a piece attached.",,10D,,,,True,938,361614.0,361944.0,330.0,384605.0,385085.0,480.0,left,both,both
20,10D,A,1.0,1_11,B,10.0,,10D,,,,385723,385943,220,B,3.0,3_7,B,10.0,,,10D,,,922716,922836,120,"En aan de achterkant, schuin aan de achterkant, zit een soort platgeslagen vierkant met een stuk eraan.",,"And at the back, diagonally at the back, there is a kind of flattened square with a piece attached.",,10D,,,,True,,en aan de achterkant een platgeslagen recht eh vierkant met een ding er nog aan.,,and at the back a flattened straight er square with a thing still attached.,,,10D,,True,939,385668.0,385998.0,330.0,922611.0,922941.0,330.0,left,left,left
20,08A,B,1.0,1_13,B,8.0,,,08A,,,456171,457091,920,A,2.0,2_8,A,8.0,,08A,,,,663203,663555,352,,"En aan de bovenkant zit er een soort van platte plat vierkant, maar dan verticaal neergezet",,"And at the top there is a kind of flat flat square, but laid down vertically",,,,08A,True,Hij heeft ehm twee zo'n zelfde eh platgeslagen vlak op de bovenkant.,,He has ehm two such a same um flattened plane on the top.,,,08A,,,True,940,456171.0,457091.0,920.0,663203.0,663555.0,352.0,right,right,right
20,08E,B,1.0,1_13,B,8.0,,,08E,,,464791,465111,320,A,2.0,2_8,A,8.0,,08E,,,,644108,644448,340,"Ja, oké, en de en de onderkant lijkt op een soort lucht ehm schacht.",,"Yes, okay, and the and the bottom looks like some kind of air ehm shaft.",,,,,08E,True,en met dat luchtschacht onderaan.,,And with that air shaft at the bottom.,,,08E,,,True,941,464786.0,465116.0,330.0,644108.0,644448.0,340.0,right,right,right
