Begin Time - msec	End Time - msec	Duration - msec	A_LH_gesture	A_RH_gesture	B_LH_gesture	B_RH_gesture	File	File Path	A_LH_gesture_beat	A_LH_gesture_comments	A_LH_gesture_deixis	A_LH_gesture_iconicity	A_LH_gesture_pragmaticality	A_LH_gesture_referent	A_RH_gesture_beat	A_RH_gesture_comments	A_RH_gesture_deixis	A_RH_gesture_iconicity	A_RH_gesture_pragmaticality	A_RH_gesture_referent	A_speech	A_speech_eng	B_LH_gesture_beat	B_LH_gesture_comments	B_LH_gesture_deixis	B_LH_gesture_iconicity	B_LH_gesture_pragmaticality	B_LH_gesture_referent	B_RH_gesture_beat	B_RH_gesture_comments	B_RH_gesture_deixis	B_RH_gesture_iconicity	B_RH_gesture_pragmaticality	B_RH_gesture_referent	B_speech	B_speech_eng	accuracy	comments	correct_answer	director	given_answer	round	target	trial
1267011	1267211	200				gesture	019.eaf																										1.0		De de eend.	The duck.			P	B		5.0	4.0	5_15
1267247	1267447	200				non-gesture	019.eaf																												De de eend.	The duck.			P	B		5.0	4.0	5_15
1273383	1273503	120		gesture			019.eaf											1.0		11B	Met die eh dikke neus.	With that um fat nose.													Ja, ja, ja.	Yes, yes, yes.			16	A		5.0	11.0	5_16
1279445	1279590	145			gesture	gesture	019.eaf																			1.0		15C				1.0		15C	Eh dit is weer het kopje in het dienblad met olifantenslurf en de twee sprietjes bovenaan.	Um this is again the cup in the tray with elephant trunk and the two sprites at the top.			G	B		6.0	15.0	6_1
1279684	1280124	440				gesture	019.eaf																									1.0		15B	Eh dit is weer het kopje in het dienblad met olifantenslurf en de twee sprietjes bovenaan.	Um this is again the cup in the tray with elephant trunk and the two sprites at the top.			G	B		6.0	15.0	6_1
1281088	1281568	480			gesture	gesture	019.eaf																			1.0		15A				1.0		15A	Eh dit is weer het kopje in het dienblad met olifantenslurf en de twee sprietjes bovenaan.	Um this is again the cup in the tray with elephant trunk and the two sprites at the top.			G	B		6.0	15.0	6_1
1283049	1283269	220			non-gesture		019.eaf																												En links nog een rechthoekige arm er uit.	And on the left another rectangular arm out.			G	B		6.0	15.0	6_1
1283309	1283629	320			gesture		019.eaf																			1.0		15D							En links nog een rechthoekige arm er uit.	And on the left another rectangular arm out.			G	B		6.0	15.0	6_1
1286452	1288272	1820	gesture	gesture			019.eaf					1.0		15C				1.0		15C	Ehm die dat lage dienblad.	Um that that low tray.																	G	B		6.0	15.0	6_1
1293264	1293484	220	non-gesture	non-gesture			019.eaf														En die eh	And those eh													Zonnepaneel.	Solar panel.			16	A		6.0	10.0	6_2
1298432	1298612	180				gesture	019.eaf																										1.0		Eh het zwembad.	Um the pool.			B	B		6.0	13.0	6_3
1307313	1307453	140			gesture	gesture	019.eaf																			1.0		main				1.0		main	Ehm dit is het mok met een cirkel achterop	Um this is the mug with a circle on the back			E	B		6.0	9.0	6_5
1307693	1308133	440			gesture		019.eaf																			1.0		09D							Ehm dit is het mok met een cirkel achterop	Um this is the mug with a circle on the back			E	B		6.0	9.0	6_5
1308622	1309640	1018				gesture	019.eaf																									1.0		09A	en een lepeltje die eruit komt.	And a spoonful coming out.			E	B		6.0	9.0	6_5
1309946	1310406	460			gesture		019.eaf														Oh ja, ja.	Oh yes, yes.				1.0		09C							en een lepeltje die eruit komt.	And a spoonful coming out.			E	B		6.0	9.0	6_5
1320543	1320763	220			gesture	gesture	019.eaf																			1.0		03D				1.0		03D	Eh dit is die driehoek die op die staaf staat	Um this is that triangle that is on that rod			H	B		6.0	3.0	6_7
1320950	1321564	614				gesture	019.eaf																									1.0		03C	Eh dit is die driehoek die op die staaf staat	Um this is that triangle that is on that rod			H	B		6.0	3.0	6_7
1322084	1322504	420			gesture	gesture	019.eaf																			1.0		03A				1.0		03B	en met twee vierkantjes bovenop.	and with two squares on top.			H	B		6.0	3.0	6_7
1352331	1352791	460			gesture	gesture	019.eaf																			1.0		07B				1.0		07B	Eh dit is het andere mok wat in de dienblad hangt	Um this is the other mug hanging in the tray			D	B		6.0	7.0	6_11
1352982	1353382	400			gesture	gesture	019.eaf																	unsure		1.0		07A-REP		unsure		1.0		07A-REP	waar hij uit het bekertje bekertje drinkt.	Where he drinks from the cup.			D	B		6.0	7.0	6_11
1353504	1353744	240			non-gesture	non-gesture	019.eaf																												waar hij uit het bekertje bekertje drinkt.	Where he drinks from the cup.			D	B		6.0	7.0	6_11
1354141	1354621	480			gesture	gesture	019.eaf																	unsure		1.0		07A-rep		unsure		1.0		07A-rep	waar hij uit het bekertje bekertje drinkt.	Where he drinks from the cup.			D	B		6.0	7.0	6_11
1361016	1361116	100		gesture			019.eaf								1.0						Ehm dit is dat gebouw.	Um this is that building.																	6	A		6.0	16.0	6_12
1362500	1362700	200	gesture	gesture			019.eaf		1.0						1.0						Aan de voorkant, zeg maar.	At the front, so to speak.																	6	A		6.0	16.0	6_12
1363758	1364378	620		gesture			019.eaf											1.0		16D	En dan de olifantslurf aan de achterkant.	And then the elephant trunk at the back.																	6	A		6.0	16.0	6_12
1364737	1365197	460	gesture				019.eaf					1.0		16C							En dan de olifantslurf aan de achterkant.	And then the elephant trunk at the back.																	6	A		6.0	16.0	6_12
1364877	1365197	320		gesture			019.eaf					1.0		16C				1.0		16A																			6	A		6.0	16.0	6_12
1370103	1370383	280			gesture		019.eaf																				1.0								Eh de giraf.	Um the giraffe.			A	B		6.0	11.0	6_13
1372272	1372532	260				gesture	019.eaf																										1.0		Met de neus en de ja.	With the nose and the yes.			A	B		6.0	11.0	6_13
1372592	1372952	360			gesture		019.eaf														Ja.	Yes.					1.0								Met de neus en de ja.	With the nose and the yes.			A	B		6.0	11.0	6_13
1372985	1373205	220				non-gesture	019.eaf																												Met de neus en de ja.	With the nose and the yes.			A	B		6.0	11.0	6_13
1382940	1384060	1120			gesture	gesture	019.eaf																			1.0		01B				1.0		01B	Ehm dit is die met het vierkant, het schild voorop, twee gebouwen links en een paddenstoel bovenop.	Um this is the one with the square, the shield in front, two buildings on the left and a mushroom on top.			F	B		6.0	1.0	6_15
1384392	1384732	340			gesture	gesture	019.eaf																			1.0		01C				1.0		01C	Ehm dit is die met het vierkant, het schild voorop, twee gebouwen links en een paddenstoel bovenop.	Um this is the one with the square, the shield in front, two buildings on the left and a mushroom on top.			F	B		6.0	1.0	6_15
1385359	1385519	160				gesture	019.eaf																									1.0		01A	Ehm dit is die met het vierkant, het schild voorop, twee gebouwen links en een paddenstoel bovenop.	Um this is the one with the square, the shield in front, two buildings on the left and a mushroom on top.			F	B		6.0	1.0	6_15
1390360	1390740	380	gesture	gesture			019.eaf					1.0		14D				1.0		14B	Dit is de die armen naar achter.	This is the ones arms to the back.																	4	A		6.0	14.0	6_16
1392406	1395736	3330	non-gesture	non-gesture			019.eaf																												Ja, en die staaf.	Yes, and that rod.			4	A		6.0	14.0	6_16
1392595	1393260	665			gesture		019.eaf														Ja.	Yes.				1.0		14C							Ja, en die staaf.	Yes, and that rod.			4	A		6.0	14.0	6_16
13348	13568	220				gesture	020.eaf																									1.0		04B-REP	Eh ik zie een ding met twee vierkante uitsteeksels	Um I see a thing with two square protrusions			L	B		1.0	4.0	1_1
14651	15191	540				gesture	020.eaf																									1.0		04B-rep	Eh ik zie een ding met twee vierkante uitsteeksels	Um I see a thing with two square protrusions			L	B		1.0	4.0	1_1
16316	16456	140				gesture	020.eaf																									1.0		04A	en op de bovenkant een soort van driehoek zonder topje.	and on the top a kind of triangle without a top.			L	B		1.0	4.0	1_1
16376	16596	220			gesture		020.eaf																			1.0		04A				1.0		04A	en op de bovenkant een soort van driehoek zonder topje.	and on the top a kind of triangle without a top.			L	B		1.0	4.0	1_1
17659	17900	241				gesture	020.eaf																									1.0		04A	en op de bovenkant een soort van driehoek zonder topje.	and on the top a kind of triangle without a top.			L	B		1.0	4.0	1_1
18269	18489	220				gesture	020.eaf																						1.0						en op de bovenkant een soort van driehoek zonder topje.	and on the top a kind of triangle without a top.			L	B		1.0	4.0	1_1
24863	26470	1607			gesture		020.eaf																			1.0		04C							Met eh aan de onderkant een soort van vormig eh	With eh at the bottom kind of shaped eh			L	B		1.0	4.0	1_1
27171	27971	800			non-gesture		020.eaf																												Met eh aan de onderkant een soort van vormig eh	With eh at the bottom kind of shaped eh			L	B		1.0	4.0	1_1
29071	29851	780	gesture				020.eaf					1.0		04B							Een soort neus met twee dan zo'n soort planken aan de zijkant.	A kind of nose with two then that kind of boards on the side.																	L	B		1.0	4.0	1_1
34175	35025	850			gesture	gesture	020.eaf														Zo'n top.	Such a summit.				1.0		04A				1.0		04A	Ja, en op de bovenkant een driehoek zonder top.	Yes, and on the top a triangle without a top.			L	B		1.0	4.0	1_1
39060	39520	460	gesture				020.eaf						1.0								Gewoon wat ik...	Just what I...													Eh een	Um a			L	B		1.0	4.0	1_1
40030	40390	360			gesture		020.eaf														Het cijfer of de of de letter toch?	The number or the or the letter right?					1.0												L	B		1.0	4.0	1_1
43420	43880	460			non-gesture		020.eaf																												Ja, het cijfer of letter, ik weet niet wat je ziet, en dan op de knop drukken, dacht ik.	Yes, the number or letter, I don't know what you see, and then press the button, I thought.			L	B		1.0	4.0	1_1
45240	45460	220				gesture	020.eaf																						1.0		1.0				Ja, het cijfer of letter, ik weet niet wat je ziet, en dan op de knop drukken, dacht ik.	Yes, the number or letter, I don't know what you see, and then press the button, I thought.			L	B		1.0	4.0	1_1
80881	81181	300			gesture	gesture	020.eaf																1.0						1.0										8	A		1.0	11.0	1_2
82848	83028	180			gesture	gesture	020.eaf																1.0						1.0						Voor mij is dat eh *8*.	For me, that's eh *8*.			8	A		1.0	11.0	1_2
88191	88451	260			gesture		020.eaf																			1.0		14A							Eh op de bovenkant een ronde bol.	Um on the top a round sphere.			P	B		1.0	14.0	1_3
89733	89873	140			gesture	gesture	020.eaf																1.0			1.0		14A	1.0			1.0		14A	Eh op de bovenkant een ronde bol.	Um on the top a round sphere.			P	B		1.0	14.0	1_3
90802	91002	200			gesture		020.eaf																1.0												Aan de voorkant een uitstekende rechthoek die naar beneden gaat.	At the front a protruding rectangle going down.			P	B		1.0	14.0	1_3
91199	91479	280				gesture	020.eaf																						1.0			1.0		14C	Aan de voorkant een uitstekende rechthoek die naar beneden gaat.	At the front a protruding rectangle going down.			P	B		1.0	14.0	1_3
93413	93573	160			gesture	gesture	020.eaf																			1.0		14C				1.0		14C	Aan de voorkant een uitstekende rechthoek die naar beneden gaat.	At the front a protruding rectangle going down.			P	B		1.0	14.0	1_3
94295	94495	200				gesture	020.eaf																									1.0		14C	Aan de voorkant een uitstekende rechthoek die naar beneden gaat.	At the front a protruding rectangle going down.			P	B		1.0	14.0	1_3
95077	95197	120				gesture	020.eaf																						1.0										P	B		1.0	14.0	1_3
95883	96163	280				gesture	020.eaf																									1.0		14C	Dus niet vooruit, maar naar beneden.	So not forward, but down.			P	B		1.0	14.0	1_3
96846	97111	265			gesture	gesture	020.eaf																			1.0		14D				1.0		14B	En aan de zijkant twee ronde uitsteeksels.	And on the side two round protrusions.			P	B		1.0	14.0	1_3
98408	99208	800			gesture	gesture	020.eaf																			1.0		14D				1.0		14B	En aan de zijkant twee ronde uitsteeksels.	And on the side two round protrusions.			P	B		1.0	14.0	1_3
104901	105061	160			gesture		020.eaf																		1.0										Eh aan de voorkant een uitsteeksel dat een soort van lange rechthoek is.	Um at the front a protrusion that is kind of a long rectangle.			P	B		1.0	14.0	1_3
106703	107003	300				gesture	020.eaf																										1.0		Eh aan de voorkant een uitsteeksel dat een soort van lange rechthoek is.	Um at the front a protrusion that is kind of a long rectangle.			P	B		1.0	14.0	1_3
108494	108814	320			gesture	gesture	020.eaf																			1.0		14C				1.0		14C	Eh aan de voorkant een uitsteeksel dat een soort van lange rechthoek is.	Um at the front a protrusion that is kind of a long rectangle.			P	B		1.0	14.0	1_3
110225	110565	340				gesture	020.eaf																								1.0				Maar die steekt niet vooruit.	But it does not protrude.			P	B		1.0	14.0	1_3
113205	113545	340				gesture	020.eaf																									1.0		14C	Die zit er soort van verticaal tegenaan geplakt.	It's kind of stuck to it vertically.			P	B		1.0	14.0	1_3
118381	118741	360	gesture	gesture			020.eaf					1.0		main				1.0		main	En het begint een stukje boven de waar de bovenkant begint, zeg.	And it starts a little above the where the top begins, say.																	P	B		1.0	14.0	1_3
119765	120145	380		gesture			020.eaf											1.0		main	Of een stukje onder waar de bovenkant begint.	Or a bit below where the top begins.																	P	B		1.0	14.0	1_3
121581	122161	580				gesture	020.eaf																									1.0		14C	Ja, ja, en hij steekt best wel ver uit.	Yes, yes, and it sticks out pretty far.			P	B		1.0	14.0	1_3
149447	149747	300			non-gesture		020.eaf																												Oh, een soort van alsof die aan de achterkant geplakt is.	Oh, sort of like stuck to the back.			7	A		1.0	9.0	1_4
149927	150107	180			gesture		020.eaf																			1.0		09D							Oh, een soort van alsof die aan de achterkant geplakt is.	Oh, sort of like stuck to the back.			7	A		1.0	9.0	1_4
151843	152483	640			gesture		020.eaf																1.0																7	A		1.0	9.0	1_4
160267	160450	183			gesture	gesture	020.eaf																				1.0						1.0		Ehm oké, deze heeft op de bovenkant een wel een volwaardige driehoek.	Ehm okay, this one does have a full-fledged triangle on the top.			C	B		1.0	2.0	1_5
171082	171202	120				gesture	020.eaf																								1.0				En eh aan de voorkant een soort van vierkant uitsteeksel, recht vooruit, maar ook met aflopende hoeken.	And eh at the front a kind of square protrusion, straight ahead, but also with sloping corners.			C	B		1.0	2.0	1_5
172129	173319	1190			gesture	gesture	020.eaf																			1.0		02B				1.0		02B	En eh aan de voorkant een soort van vierkant uitsteeksel, recht vooruit, maar ook met aflopende hoeken.	And eh at the front a kind of square protrusion, straight ahead, but also with sloping corners.			C	B		1.0	2.0	1_5
174979	175479	500				gesture	020.eaf																										1.0		En onderaan een soort van rondje, maar niet helemaal.	And at the bottom kind of a round, but not quite.			C	B		1.0	2.0	1_5
176190	176430	240			gesture		020.eaf																			1.0		02C							En onderaan een soort van rondje, maar niet helemaal.	And at the bottom kind of a round, but not quite.			C	B		1.0	2.0	1_5
177047	177187	140			gesture		020.eaf																1.0												En onderaan een soort van rondje, maar niet helemaal.	And at the bottom kind of a round, but not quite.			C	B		1.0	2.0	1_5
177526	178366	840			non-gesture		020.eaf																												En onderaan een soort van rondje, maar niet helemaal.	And at the bottom kind of a round, but not quite.			C	B		1.0	2.0	1_5
178446	178666	220			gesture		020.eaf																			1.0		02D-REP							En aan de zijkant ook een gek uiksteetsel, wat ook een beetje rond is.	And on the side also a crazy uiksteetsel, which is also kind of round.			C	B		1.0	2.0	1_5
179006	179386	380			gesture		020.eaf																			1.0		02D-rep							En aan de zijkant ook een gek uiksteetsel, wat ook een beetje rond is.	And on the side also a crazy uiksteetsel, which is also kind of round.			C	B		1.0	2.0	1_5
187998	188318	320			gesture	gesture	020.eaf																			1.0		02A				1.0		02A	En op top gewoon een hele mooie driehoek.	And on top just a very nice triangle.			C	B		1.0	2.0	1_5
190771	191191	420	non-gesture				020.eaf																																C	B		1.0	2.0	1_5
207545	207905	360	non-gesture	non-gesture	gesture	gesture	020.eaf																			1.0		07C				1.0		07C	De enige met soort van tafelpoten.	The only one with kind of table legs.			11	A		1.0	7.0	1_6
211231	211511	280			gesture		020.eaf																				1.0								Ja, dan ja eh dat is *11*.	Yes, then yes um that's *11*.			11	A		1.0	7.0	1_6
216460	216790	330			gesture		020.eaf																				1.0								Oh, die vond ik het moeilijkste net bij het omschrijven.	Oh, I found that one the hardest just in describing it.			D	B		1.0	16.0	1_7
216592	216732	140				gesture	020.eaf																				1.0						1.0		Oh, die vond ik het moeilijkste net bij het omschrijven.	Oh, I found that one the hardest just in describing it.			D	B		1.0	16.0	1_7
220063	220763	700			gesture	gesture	020.eaf																			1.0		16C				1.0		16B	Oké, deze heeft in totaal drie uitskeekse- stekels aan de zijkanten.	Okay, this one has a total of three protruding spines on the sides.			D	B		1.0	16.0	1_7
222547	223087	540			gesture	gesture	020.eaf																		1.0						1.0				Oké, deze heeft in totaal drie uitskeekse- stekels aan de zijkanten.	Okay, this one has a total of three protruding spines on the sides.			D	B		1.0	16.0	1_7
224449	224789	340				gesture	020.eaf																								1.0								D	B		1.0	16.0	1_7
225927	226427	500				gesture	020.eaf																										1.0		Voor aan de rechterkant zit er eentje die is vierkant.	In front on the right side there is one that is square.			D	B		1.0	16.0	1_7
228284	228464	180				gesture	020.eaf																						1.0			1.0		16B	Voor aan de rechterkant zit er eentje die is vierkant.	In front on the right side there is one that is square.			D	B		1.0	16.0	1_7
229825	230125	300			gesture		020.eaf																		1.0										Aan de linkerkant zit er eentje die is rond, maar een beetje als een soort van handvat.	On the left side there is one that is round, but kind of like a handle.			D	B		1.0	16.0	1_7
231323	231803	480			gesture		020.eaf																			1.0		16C							Aan de linkerkant zit er eentje die is rond, maar een beetje als een soort van handvat.	On the left side there is one that is round, but kind of like a handle.			D	B		1.0	16.0	1_7
232352	232592	240			gesture		020.eaf																			1.0		16C							Aan de linkerkant zit er eentje die is rond, maar een beetje als een soort van handvat.	On the left side there is one that is round, but kind of like a handle.			D	B		1.0	16.0	1_7
232635	233075	440			gesture		020.eaf																				1.0								Aan de linkerkant zit er eentje die is rond, maar een beetje als een soort van handvat.	On the left side there is one that is round, but kind of like a handle.			D	B		1.0	16.0	1_7
236011	236171	160			gesture		020.eaf																1.0												En dan half achter zit ook nog iets ronds.	And then half behind is also something round.			D	B		1.0	16.0	1_7
237571	237751	180			gesture		020.eaf																		1.0										En aan de bovenkant steekt ook een soort van rondvormig, langwerpig handvat ding uit.	And at the top also sticks out a kind of roundish, oblong handle thing.			D	B		1.0	16.0	1_7
238020	238320	300			gesture		020.eaf																			1.0		16A							En aan de bovenkant steekt ook een soort van rondvormig, langwerpig handvat ding uit.	And at the top also sticks out a kind of roundish, oblong handle thing.			D	B		1.0	16.0	1_7
240273	240933	660			gesture		020.eaf																				1.0								En aan de bovenkant steekt ook een soort van rondvormig, langwerpig handvat ding uit.	And at the top also sticks out a kind of roundish, oblong handle thing.			D	B		1.0	16.0	1_7
241392	241552	160			gesture	gesture	020.eaf																				1.0						1.0		En aan de bovenkant steekt ook een soort van rondvormig, langwerpig handvat ding uit.	And at the top also sticks out a kind of roundish, oblong handle thing.			D	B		1.0	16.0	1_7
250388	250568	180			gesture	gesture	020.eaf																1.0						1.0										D	B		1.0	16.0	1_7
256651	257051	400				gesture	020.eaf																									1.0		16B-REP	Ja, met (die) kleine vierkantjes allemaal die steeds kleiner worden ofzo.	Yes, with (those) little squares all getting smaller and smaller or something.			D	B		1.0	16.0	1_7
257471	257691	220				gesture	020.eaf																									1.0		16B-rep	Ja, met (die) kleine vierkantjes allemaal die steeds kleiner worden ofzo.	Yes, with (those) little squares all getting smaller and smaller or something.			D	B		1.0	16.0	1_7
258120	258640	520			gesture		020.eaf																			1.0		16B							Ja, met (die) kleine vierkantjes allemaal die steeds kleiner worden ofzo.	Yes, with (those) little squares all getting smaller and smaller or something.			D	B		1.0	16.0	1_7
270035	270235	200		gesture			020.eaf											1.0		03C	Er zit zo'n soort slurf aan de onderkant.	There is such a kind of trunk at the bottom.																	16	A		1.0	3.0	1_8
270888	271068	180		gesture			020.eaf											1.0		03C	Er zit zo'n soort slurf aan de onderkant.	There is such a kind of trunk at the bottom.																	16	A		1.0	3.0	1_8
271428	271748	320		gesture			020.eaf											1.0		03C	Er zit zo'n soort slurf aan de onderkant.	There is such a kind of trunk at the bottom.																	16	A		1.0	3.0	1_8
280023	280343	320	gesture	gesture			020.eaf						1.0						1.0		en op de linkerkant bovenop zit een, ja ik weet niet, ook een soort uitsteeksel.	and on the left side on top is a, yes I don't know, also some kind of protrusion.																	16	A		1.0	3.0	1_8
282559	283099	540				gesture	020.eaf																									1.0		03C-REP	Is dat dat uitsteeksel aan de onderkant wat een beetje een soort van gedraaid is?	Is that that protrusion at the bottom that's kind of twisted?			16	A		1.0	3.0	1_8
284116	284776	660				gesture	020.eaf																									1.0		03C-rep	Is dat dat uitsteeksel aan de onderkant wat een beetje een soort van gedraaid is?	Is that that protrusion at the bottom that's kind of twisted?			16	A		1.0	3.0	1_8
287832	287992	160				gesture	020.eaf																						1.0						Ja, oké *16*.	Yes, okay *16*.			16	A		1.0	3.0	1_8
293622	294482	860			gesture	gesture	020.eaf																		1.0						1.0				Ehm oké, deze heeft twee uitsteksels aan allebei de zijkanten.	Um okay, this one has two protrusions on both sides.			E	B		1.0	12.0	1_9
297057	297257	200			non-gesture		020.eaf																												Aan de rechterkant is het een soort van plat plateau	On the right side it is a kind of flat plateau			E	B		1.0	12.0	1_9
297993	302735	4742			undecided	gesture	020.eaf																									1.0		12A	Aan de rechterkant is het een soort van plat plateau	On the right side it is a kind of flat plateau			E	B		1.0	12.0	1_9
303291	303591	300			gesture		020.eaf																		1.0										En aan de linkerkant is een uitsteksel met gekke rondingen en daar steekt weer iets omhoog uit.	And on the left side is a protrusion with crazy curves and again something sticks up from there.			E	B		1.0	12.0	1_9
304964	305264	300			gesture		020.eaf																				1.0								En aan de linkerkant is een uitsteksel met gekke rondingen en daar steekt weer iets omhoog uit.	And on the left side is a protrusion with crazy curves and again something sticks up from there.			E	B		1.0	12.0	1_9
306471	306691	220			gesture		020.eaf																		1.0										En aan de linkerkant is een uitsteksel met gekke rondingen en daar steekt weer iets omhoog uit.	And on the left side is a protrusion with crazy curves and again something sticks up from there.			E	B		1.0	12.0	1_9
307240	307380	140			gesture		020.eaf																			1.0		12C							En aan de linkerkant is een uitsteksel met gekke rondingen en daar steekt weer iets omhoog uit.	And on the left side is a protrusion with crazy curves and again something sticks up from there.			E	B		1.0	12.0	1_9
309278	309538	260			gesture		020.eaf																			1.0		12C							Wat een soort van te heel langwerpige driehoek is met aan het einde een vierkantding er tegenaan geplakt.	Which is sort of too elongated a triangle with a square thing stuck to it at the end.			E	B		1.0	12.0	1_9
311259	311359	100			non-gesture		020.eaf																												Wat een soort van te heel langwerpige driehoek is met aan het einde een vierkantding er tegenaan geplakt.	Which is sort of too elongated a triangle with a square thing stuck to it at the end.			E	B		1.0	12.0	1_9
312114	312734	620			gesture		020.eaf																			1.0		12C							Wat een soort van te heel langwerpige driehoek is met aan het einde een vierkantding er tegenaan geplakt.	Which is sort of too elongated a triangle with a square thing stuck to it at the end.			E	B		1.0	12.0	1_9
315369	315669	300			gesture	gesture	020.eaf																1.0				1.0		1.0				1.0		Eh niks aan de bovenkant, niks aan de onderkant, alleen de zijkanten.	Um nothing at the top, nothing at the bottom, just the sides.			E	B		1.0	12.0	1_9
316282	316622	340			gesture	gesture	020.eaf																1.0		1.0				1.0		1.0				Eh niks aan de bovenkant, niks aan de onderkant, alleen de zijkanten.	Um nothing at the top, nothing at the bottom, just the sides.			E	B		1.0	12.0	1_9
321431	321571	140			gesture		020.eaf																				1.0												E	B		1.0	12.0	1_9
323525	323945	420		gesture			020.eaf											1.0		12A	En dan, oké, en rechts is gewoon een platte cirkel, zeg maar.	And then, okay, and right is just a flat circle, say.																	E	B		1.0	12.0	1_9
323970	324565	595		gesture			020.eaf											1.0		12A	En dan, oké, en rechts is gewoon een platte cirkel, zeg maar.	And then, okay, and right is just a flat circle, say.																	E	B		1.0	12.0	1_9
325438	325718	280				gesture	020.eaf														En dan, oké, en rechts is gewoon een platte cirkel, zeg maar.	And then, okay, and right is just a flat circle, say.											1.0						E	B		1.0	12.0	1_9
347803	347863	60			gesture	gesture	020.eaf																				1.0						1.0		Ehm oké, deze eh vond ik op een gieter lijken.	Um okay, this one um I thought looked like a watering can.			A	B		1.0	10.0	1_11
349328	349588	260			gesture	gesture	020.eaf																			1.0		10E				1.0		10A	Hij heeft twee uitsteeksels aan de zijkant.	It has two protrusions on the side.			A	B		1.0	10.0	1_11
350511	350791	280			gesture		020.eaf																1.0												Hij heeft twee uitsteeksels aan de zijkant.	It has two protrusions on the side.			A	B		1.0	10.0	1_11
352033	352233	200			gesture	gesture	020.eaf																			1.0		10E				1.0		10A	Een soort van armen met bolletjes aan de zijkant zitten.	Some kind of arms with balls sitting on the side.			A	B		1.0	10.0	1_11
352622	353102	480			gesture	gesture	020.eaf																			1.0		10F				1.0		10B	Een soort van armen met bolletjes aan de zijkant zitten.	Some kind of arms with balls sitting on the side.			A	B		1.0	10.0	1_11
356123	356383	260			gesture	gesture	020.eaf																1.0			1.0		10E	1.0			1.0		10A	Eh dus dezelfde soort uitstekers zoals aan de zijkant met twee bolletjes er aan vast.	Um so the same kind of cutters as on the side with two balls attached.			A	B		1.0	10.0	1_11
357389	357629	240			gesture	gesture	020.eaf																			1.0		10E				1.0		10A	Eh dus dezelfde soort uitstekers zoals aan de zijkant met twee bolletjes er aan vast.	Um so the same kind of cutters as on the side with two balls attached.			A	B		1.0	10.0	1_11
358714	359314	600			gesture	gesture	020.eaf																			1.0		10F				1.0		10B	Eh dus dezelfde soort uitstekers zoals aan de zijkant met twee bolletjes er aan vast.	Um so the same kind of cutters as on the side with two balls attached.			A	B		1.0	10.0	1_11
360355	360615	260				gesture	020.eaf																								1.0				En dan half achter zit een soort van vierkant wat een beetje naar boven uitsteekt	And then half behind is a kind of square that sticks out a little bit to the top			A	B		1.0	10.0	1_11
361659	361899	240			gesture	gesture	020.eaf																			1.0		10D				1.0		10D	En dan half achter zit een soort van vierkant wat een beetje naar boven uitsteekt	And then half behind is a kind of square that sticks out a little bit to the top			A	B		1.0	10.0	1_11
362812	363152	340			non-gesture		020.eaf																												En dan half achter zit een soort van vierkant wat een beetje naar boven uitsteekt	And then half behind is a kind of square that sticks out a little bit to the top			A	B		1.0	10.0	1_11
363412	363692	280			gesture		020.eaf																1.0												En dan half achter zit een soort van vierkant wat een beetje naar boven uitsteekt	And then half behind is a kind of square that sticks out a little bit to the top			A	B		1.0	10.0	1_11
364812	365192	380			gesture		020.eaf																				1.0								met nog een hoekig ding er aan onder.	With another angular thing on it underneath.			A	B		1.0	10.0	1_11
365807	366107	300			gesture		020.eaf																1.0			1.0		10C							met nog een hoekig ding er aan onder.	With another angular thing on it underneath.			A	B		1.0	10.0	1_11
366836	367096	260			gesture		020.eaf																1.0												met nog een hoekig ding er aan onder.	With another angular thing on it underneath.			A	B		1.0	10.0	1_11
367773	367953	180			non-gesture		020.eaf																																A	B		1.0	10.0	1_11
368910	369150	240			gesture		020.eaf														Oh	Oh	1.0		1.0										Verder niks aan de bovenkant en niks aan de onderkant.	Furthermore, nothing at the top and nothing at the bottom.			A	B		1.0	10.0	1_11
369471	369771	300			gesture		020.eaf																1.0		1.0										Verder niks aan de bovenkant en niks aan de onderkant.	Furthermore, nothing at the top and nothing at the bottom.			A	B		1.0	10.0	1_11
381063	381403	340				gesture	020.eaf														Heeft het het heeft twee aan de zijkant twee dingen die de- hetzelfde zijn, alleen één is langer.	Does it have it has two on the side two things that are the- same, only one is longer.									1.0				Ja, de ene is iets langer en de andere is iets korter.	Yes, one is a little longer and the other is a little shorter.			A	B		1.0	10.0	1_11
381950	382230	280			gesture		020.eaf																		1.0										Ja, de ene is iets langer en de andere is iets korter.	Yes, one is a little longer and the other is a little shorter.			A	B		1.0	10.0	1_11
383122	383562	440				gesture	020.eaf														Oh en daar achter dan	Oh and back there then									1.0				Ja, de rechter is iets langer.	Yes, the right one is a little longer.			A	B		1.0	10.0	1_11
384605	385085	480	gesture				020.eaf					1.0		10D							En aan de achterkant, schuin aan de achterkant, zit een soort platgeslagen vierkant met een stuk eraan.	And at the back, diagonally at the back, there is a kind of flattened square with a piece attached.																	A	B		1.0	10.0	1_11
385723	385943	220	gesture				020.eaf				1.0	1.0		10D							En aan de achterkant, schuin aan de achterkant, zit een soort platgeslagen vierkant met een stuk eraan.	And at the back, diagonally at the back, there is a kind of flattened square with a piece attached.																	A	B		1.0	10.0	1_11
388737	388997	260			gesture		020.eaf																				1.0												A	B		1.0	10.0	1_11
