turn_id,pair,speaker,trial,from_ts,to_ts,start,end,duration,original_text,text,lemma,pos,eng_text,num_words,num_content_words
18203,029,B,5_3,00:25:56.651,00:25:57.133,1556.651,1557.133,0.4819999999999709,*16*.,16,16,['NUM'],*16*.,1,0
18204,029,B,5_4,00:25:58.584,00:26:01.610,1558.584,1561.61,3.02599999999984,Dit is met het is-tekentje en die afge-,Dit is met het tekentje en die,dit zijn met het teken en die,"['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON']",This is with the is sign and that afge-,7,2
18205,029,B,5_4,00:26:01.983,00:26:02.560,1561.983,1562.56,0.5769999999999982,Eh,Eh,Eh,['INTJ'],Eh,1,0
18206,029,A,5_4,00:26:02.283,00:26:02.696,1562.283,1562.696,0.4130000000000109,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18207,029,B,5_4,00:26:02.737,00:26:03.601,1562.737,1563.601,0.8640000000000327,Die halve pyramide.,Die halve pyramide,die half pyramide,"['PRON', 'ADJ', 'NOUN']",That half pyramid.,3,2
18208,029,A,5_4,00:26:04.349,00:26:04.715,1564.349,1564.715,0.36599999999998545,*T*.,T,T,['PROPN'],*T*.,1,1
18209,029,A,5_5,00:26:06.678,00:26:07.272,1566.678,1567.272,0.5939999999998236,Eeh,Eeh,Eeh,['DET'],Eeh,1,0
18210,029,A,5_5,00:26:07.320,00:26:10.027,1567.32,1570.027,2.7070000000001073,Plateautje met twee korte sprietjes bovenop.,Plateautje met twee korte sprietjes bovenop,Plateautje met twee kort spriet bovenop,"['NOUN', 'ADP', 'NUM', 'ADJ', 'ADV', 'ADP']",Plateau with two short sprites on top.,6,3
18211,029,B,5_5,00:26:10.178,00:26:10.380,1570.178,1570.38,0.20199999999999818,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18212,029,B,5_5,00:26:10.698,00:26:10.929,1570.698,1570.929,0.23099999999999454,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18213,029,B,5_5,00:26:10.942,00:26:11.365,1570.942,1571.365,0.4230000000000018,*13*.,13,13,['NUM'],*13*.,1,0
18214,029,B,5_6,00:26:12.702,00:26:14.481,1572.702,1574.481,1.7789999999999964,Dan de eh piramide bovenop.,Dan de eh piramide bovenop,dan de eh piramide bovenop,"['SCONJ', 'DET', 'INTJ', 'NOUN', 'ADP']",Then the eh pyramid on top.,5,1
18215,029,A,5_6,00:26:15.905,00:26:16.291,1575.905,1576.291,0.38599999999996726,*K*.,K,K,['SYM'],*K*.,1,0
18216,029,A,5_7,00:26:17.812,00:26:18.241,1577.812,1578.241,0.4290000000000873,Eeh,Eeh,Eeh,['DET'],Eeh,1,0
18217,029,A,5_7,00:26:18.360,00:26:19.310,1578.36,1579.31,0.9500000000000455,Standbeeld,Standbeeld,standbeeld,['NOUN'],Statue,1,1
18218,029,B,5_7,00:26:19.541,00:26:20.665,1579.541,1580.665,1.1240000000000236,"Ja, dat is *2*.",Ja dat is 2,ja dat zijn 2,"['INTJ', 'PRON', 'PRON', 'NUM']","Yes, that's *2*.",4,0
18219,029,B,5_8,00:26:21.844,00:26:22.630,1581.844,1582.63,0.7860000000000582,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18220,029,B,5_8,00:26:22.672,00:26:23.737,1582.672,1583.737,1.0650000000000546,Twee dikke armen.,Twee dikke armen,twee dik arm,"['NUM', 'ADJ', 'ADJ']",Two fat arms.,3,2
18221,029,B,5_8,00:26:23.868,00:26:25.509,1583.868,1585.509,1.6410000000000764,Waarvan links korter dan rechts.,Waarvan links korter dan rechts,waarvan link kort dan rechts,"['ADV', 'NOUN', 'ADJ', 'SCONJ', 'ADJ']",Of which the left is shorter than the right.,5,4
18222,029,B,5_8,00:26:25.611,00:26:28.590,1585.611,1588.59,2.9789999999998145,En achterin nog een vierkant met een uitsteeksel.,En achterin nog een vierkant met een uitsteeksel,en achterin nog een vierkant met een uitsteeksel,"['CCONJ', 'ADP', 'ADV', 'DET', 'ADJ', 'ADP', 'DET', 'NOUN']",And in the back another square with a protrusion.,8,3
18223,029,A,5_8,00:26:29.097,00:26:30.731,1589.097,1590.731,1.6340000000000146,"Yes, even zoeken eh.",Yes even zoeken eh,Yes even zoeken eh,"['VERB', 'ADV', 'VERB', 'INTJ']","Yes, just looking eh.",4,3
18224,029,A,5_8,00:26:30.731,00:26:31.710,1590.731,1591.71,0.9790000000000418,Eeh,Eeh,Eeh,['DET'],Eeh,1,0
18225,029,A,5_8,00:26:31.880,00:26:32.501,1591.88,1592.501,0.6209999999998672,"O ja, *C*.",O ja C,O ja C,"['INTJ', 'INTJ', 'NOUN']","Oh yes, *C*.",3,1
18226,029,A,5_9,00:26:34.698,00:26:35.546,1594.698,1595.546,0.8479999999999563,Eeh,Eeh,Eeh,['DET'],Eeh,1,0
18227,029,A,5_9,00:26:35.546,00:26:38.514,1595.546,1598.514,2.967999999999847,Twee keer de Eiffeltoren links met spijker er bovenop.,Twee keer de Eiffeltoren links met spijker er bovenop,twee keer de Eiffeltoren link met spijker er bovenop,"['NUM', 'NOUN', 'DET', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP']",Twice the Eiffel Tower on the left with nail on top.,9,5
18228,029,B,5_9,00:26:37.844,00:26:38.306,1597.844,1598.306,0.4619999999999891,Ja,Ja,ja,['INTJ'],Yes,1,0
18229,029,B,5_9,00:26:38.540,00:26:39.750,1598.54,1599.75,1.2100000000000364,Dat is eh *15*.,Dat is eh 15,dat zijn eh 15,"['SCONJ', 'PRON', 'INTJ', 'NUM']",That's eh *15*.,4,0
18230,029,B,5_10,00:26:40.980,00:26:41.378,1600.98,1601.378,0.39799999999991087,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18231,029,B,5_10,00:26:41.385,00:26:44.373,1601.385,1604.373,2.9880000000000564,Dit is eh met een plukje haar in die neus en die neuspiercing.,Dit is eh met een plukje haar in die neus en die neuspiercing,dit zijn eh met een pluk haar in die neus en die neuspiercing,"['PRON', 'VERB', 'INTJ', 'ADP', 'DET', 'NOUN', 'PRON', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN']",This is eh with a tuft of hair in that nose and that nose piercing.,13,4
18232,029,A,5_10,00:26:45.549,00:26:46.421,1605.549,1606.421,0.8720000000000709,"Yes, dat is *M*.",Yes dat is M,Yes dat zijn M,"['VERB', 'SCONJ', 'PRON', 'PROPN']","Yes, that's *M*.",4,2
18233,029,A,5_11,00:26:48.162,00:26:48.993,1608.162,1608.993,0.8309999999999036,Eehm,Eehm,Eehm,['ADV'],Eehm,1,1
18234,029,A,5_11,00:26:49.456,00:26:51.995,1609.456,1611.995,2.5389999999999873,Balk er bovenop en schepje aan de zijkant.,Balk er bovenop en schepje aan de zijkant,Balk er bovenop en schep aan de zijkant,"['NOUN', 'ADV', 'ADP', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN']",Beam on top and scoop on the side.,8,4
18235,029,B,5_11,00:26:51.783,00:26:52.502,1611.783,1612.502,0.7190000000000509,*11*.,11,11,['NUM'],*11*.,1,0
18236,029,B,5_12,00:26:53.816,00:26:54.336,1613.816,1614.336,0.5199999999999818,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18237,029,B,5_12,00:26:54.369,00:26:59.082,1614.369,1619.082,4.713000000000193,"Dit is met die aan de achterkant die ruit met die twee pyramides die uit die ruit steken, links en rechts.",Dit is met die aan de achterkant die ruit met die twee pyramides die uit die ruit steken links en rechts,dit zijn met die aan de achterkant die ruit met die twee pyramide die uit die ruit steken links en rechts,"['PRON', 'AUX', 'ADP', 'PRON', 'ADP', 'DET', 'NOUN', 'PRON', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'ADJ']","This is with the one on the back that window with those two pyramids sticking out of that window, left and right.",21,7
18238,029,A,5_12,00:26:59.586,00:27:00.557,1619.586,1620.557,0.9710000000000036,"Yes, dat is *I*.",Yes dat is I,Yes dat zijn I,"['VERB', 'SCONJ', 'PRON', 'PROPN']","Yes, that's *I*.",4,2
18239,029,A,5_13,00:27:02.269,00:27:02.868,1622.269,1622.868,0.5989999999999327,Ehm.,Ehm,Ehm,['ADP'],Um.,1,0
18240,029,A,5_13,00:27:02.868,00:27:04.547,1622.868,1624.547,1.6790000000000873,Met die lange schroef er doorheen.,Met die lange schroef er doorheen,met die lang schroef er doorheen,"['ADP', 'DET', 'ADJ', 'NOUN', 'ADV', 'ADP']",With that long screw through it.,6,3
18241,029,B,5_13,00:27:04.810,00:27:05.796,1624.81,1625.796,0.9860000000001037,"Ja, *10*.",Ja 10,ja 10,"['INTJ', 'NUM']","Yes, *10*.",2,0
18242,029,B,5_14,00:27:07.311,00:27:08.110,1627.311,1628.11,0.7989999999999782,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18243,029,B,5_14,00:27:08.155,00:27:14.480,1628.155,1634.48,6.3250000000000455,"Dit is weer met eh f eh een Eiffeltoren eruit, twee van die kegels eruit en dat kronkelarmtje eruit.",Dit is weer met eh f eh een Eiffeltoren eruit twee van die kegels eruit en dat kronkelarmtje eruit,dit zijn weer met eh f eh een Eiffeltoren eruit twee van die kegel eruit en dat kronkelarm eruit,"['PRON', 'AUX', 'ADV', 'ADP', 'INTJ', 'INTJ', 'INTJ', 'DET', 'PROPN', 'ADV', 'NUM', 'ADP', 'DET', 'NOUN', 'ADV', 'CCONJ', 'SCONJ', 'NOUN', 'ADV']","This is again with eh f eh an Eiffel Tower out, two of those cones out and that winding arm out.",19,7
18244,029,A,5_14,00:27:15.095,00:27:15.857,1635.095,1635.857,0.7619999999999436,Eeh,Eeh,Eeh,['DET'],Eeh,1,0
18245,029,A,5_14,00:27:15.857,00:27:16.837,1635.857,1636.837,0.9800000000000182,Even zoeken.,Even zoeken,even zoeken,"['ADV', 'VERB']",A quick search.,2,2
18246,029,A,5_14,00:27:16.837,00:27:17.712,1636.837,1637.712,0.875,"Ja, dat is *B*.",Ja dat is B,ja dat zijn B,"['INTJ', 'PRON', 'AUX', 'PROPN']","Yes, that's *B*.",4,1
18247,029,A,5_15,00:27:19.692,00:27:20.119,1639.692,1640.119,0.42699999999990723,Eeh,Eeh,Eeh,['DET'],Eeh,1,0
18248,029,A,5_15,00:27:20.119,00:27:24.369,1640.119,1644.369,4.25,Dit is met dat met de cirkel eh erachter en eh één arm.,Dit is met dat met de cirkel eh erachter en eh één arm,dit zijn met dat met de cirkel eh erachter en eh één arm,"['PRON', 'AUX', 'ADP', 'PRON', 'ADP', 'DET', 'NOUN', 'INTJ', 'ADV', 'CCONJ', 'ADV', 'NUM', 'NOUN']",This is with that with the circle eh behind it and eh one arm.,13,4
18249,029,A,5_15,00:27:24.369,00:27:25.662,1644.369,1645.662,1.29300000000012,en kegelje de bovenop.,en kegelje de bovenop,en kegelje de bovenop,"['CCONJ', 'NOUN', 'DET', 'ADP']",and cone the on top.,4,1
18250,029,B,5_15,00:27:25.487,00:27:25.740,1645.487,1645.74,0.25299999999992906,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18251,029,B,5_15,00:27:26.058,00:27:26.498,1646.058,1646.498,0.44000000000005457,*8*.,8,8,['NUM'],*8*.,1,0
18252,029,B,5_16,00:27:27.882,00:27:33.333,1647.882,1653.333,5.451000000000022,"Ehh, dit is met die bal bovenop, twee dunne armpjes aan de zijkant aan de aan de paal hangen.",Ehh dit is met die bal bovenop twee dunne armpjes aan de zijkant aan de aan de paal hangen,ehh dit zijn met die bal bovenop twee dun armpjes aan de zijkant aan de aan de paal hangen,"['INTJ', 'PRON', 'AUX', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADP', 'DET', 'NOUN', 'VERB']","Ehh, this is with that ball on top, two thin little arms on the side hanging from the pole.",19,6
18253,029,A,5_16,00:27:33.210,00:27:33.771,1653.21,1653.771,0.5609999999999218,Yes.,Yes,Yes,['SYM'],Yes.,1,0
18254,029,A,5_16,00:27:34.256,00:27:34.546,1654.256,1654.546,0.2899999999999636,*A*.,A,A,['CCONJ'],*A*.,1,0
18255,029,B,6_1,00:27:36.646,00:27:37.060,1656.646,1657.06,0.41399999999998727,Oké.,Oké,Oké,['ADJ'],Okay.,1,1
18256,029,A,6_1,00:27:37.145,00:27:37.704,1657.145,1657.704,0.5589999999999691,Ehm,Ehm,Ehm,['ADP'],Um,1,0
18257,029,A,6_1,00:27:37.777,00:27:40.067,1657.777,1660.067,2.2899999999999636,Is-teken en niet-afgemaakte piramide.,teken en afgemaakte piramide,teken en afgemaakken piramide,"['SYM', 'CCONJ', 'ADJ', 'NOUN']",Is-sign and unfinished pyramid.,4,2
18258,029,B,6_1,00:27:39.869,00:27:40.245,1659.869,1660.245,0.37599999999997635,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18259,029,B,6_1,00:27:40.409,00:27:41.457,1660.409,1661.457,1.0480000000000018,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18260,029,B,6_1,00:27:41.483,00:27:43.007,1661.483,1663.007,1.5240000000001146,"Pfoe, moet je weer zoeken, zoeken, zoeken.",Pfoe moet je weer zoeken zoeken zoeken,Pfoe moeten je weer zoeken zoeken zoeken,"['ADJ', 'AUX', 'PRON', 'ADV', 'VERB', 'VERB', 'VERB']","Pfoe, have to search, search, search again.",7,5
18261,029,B,6_1,00:27:43.027,00:27:43.698,1663.027,1663.698,0.6710000000000491,*6*.,6,6,['NUM'],*6*.,1,0
18262,029,B,6_2,00:27:45.275,00:27:45.731,1665.275,1665.731,0.4559999999999036,Eh,Eh,Eh,['INTJ'],Eh,1,0
18263,029,B,6_2,00:27:45.750,00:27:50.529,1665.75,1670.529,4.778999999999996,Dit is eh met die halve cirkel aan de achterkant en een kegel aan de bovenkant met nog een arm.,Dit is eh met die halve cirkel aan de achterkant en een kegel aan de bovenkant met nog een arm,dit zijn eh met die half cirkel aan de achterkant en een kegel aan de bovenkant met nog een arm,"['PRON', 'VERB', 'INTJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADV', 'DET', 'NOUN']",This is eh with that semicircle at the back and a cone at the top with another arm.,20,8
18264,029,A,6_2,00:27:50.984,00:27:51.462,1670.984,1671.462,0.4780000000000655,Yes.,Yes,Yes,['SYM'],Yes.,1,0
18265,029,A,6_2,00:27:51.633,00:27:51.954,1671.633,1671.954,0.3209999999999127,*P*.,P,P,['PROPN'],*P*.,1,1
18266,029,A,6_3,00:27:54.171,00:27:55.059,1674.171,1675.059,0.88799999999992,Ehm,Ehm,Ehm,['ADP'],Um,1,0
18267,029,A,6_3,00:27:55.554,00:27:56.345,1675.554,1676.345,0.79099999999994,Plat bord.,Plat bord,plat bord,"['ADJ', 'NOUN']",Flat plate.,2,2
18268,029,A,6_3,00:27:56.555,00:27:58.859,1676.555,1678.859,2.30399999999986,En schuine spijker op een arm.,En schuine spijker op een arm,en schuin spijker op een arm,"['CCONJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN']",And angled nail on an arm.,6,3
18269,029,A,6_3,00:27:58.911,00:27:59.438,1678.911,1679.438,0.5270000000000437,Dikke arm.,Dikke arm,dikke arm,"['ADJ', 'NOUN']",Thick arm.,2,2
18270,029,B,6_3,00:27:59.302,00:27:59.799,1679.302,1679.799,0.49700000000007094,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18271,029,B,6_3,00:27:59.966,00:28:01.394,1679.966,1681.394,1.428000000000111,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18272,029,B,6_3,00:28:01.411,00:28:02.262,1681.411,1682.262,0.8509999999998854,"Ja, *9*.",Ja 9,ja 9,"['INTJ', 'NUM']","Yes, *9*.",2,0
18273,029,B,6_4,00:28:03.508,00:28:03.906,1683.508,1683.906,0.39799999999991087,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18274,029,B,6_4,00:28:03.919,00:28:07.987,1683.919,1687.987,4.067999999999984,Dit is met die balk uit het eh uit op bovenop en de schep aan de voorkant.,Dit is met die balk uit het eh uit op bovenop en de schep aan de voorkant,dit zijn met die balk uit het eh uit op bovenop en de schep aan de voorkant,"['PRON', 'AUX', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'INTJ', 'ADP', 'ADP', 'ADP', 'CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']",This is with that beam from the eh out on top and the scoop on the front.,17,3
18275,029,A,6_4,00:28:08.273,00:28:08.820,1688.273,1688.82,0.5470000000000255,Yes.,Yes,Yes,['SYM'],Yes.,1,0
18276,029,A,6_4,00:28:08.950,00:28:10.144,1688.95,1690.144,1.19399999999996,Even zoeken.,Even zoeken,even zoeken,"['ADV', 'VERB']",A quick search.,2,2
18277,029,A,6_4,00:28:10.644,00:28:11.282,1690.644,1691.282,0.63799999999992,"Ja, dat is *I*.",Ja dat is I,ja dat zijn I,"['INTJ', 'PRON', 'PRON', 'PROPN']","Yes, that's *I*.",4,1
18278,029,A,6_5,00:28:13.338,00:28:14.140,1693.338,1694.14,0.8020000000001346,Ehm,Ehm,Ehm,['ADP'],Um,1,0
18279,029,A,6_5,00:28:15.011,00:28:17.266,1695.011,1697.266,2.255000000000109,Dit zijn die twee dunne armpjes.,Dit zijn die twee dunne armpjes,dit zijn die twee dun armpjes,"['PRON', 'AUX', 'PRON', 'NUM', 'ADJ', 'NOUN']",These are those two thin little arms.,6,2
18280,029,A,6_5,00:28:17.421,00:28:17.785,1697.421,1697.785,0.36400000000003274,Eh,Eh,Eh,['INTJ'],Eh,1,0
18281,029,A,6_5,00:28:17.785,00:28:18.997,1697.785,1698.997,1.211999999999989,Die balk en een bal.,Die balk en een bal,die balk en een bal,"['DET', 'NOUN', 'CCONJ', 'DET', 'NOUN']",That beam and a ball.,5,2
18282,029,B,6_5,00:28:19.634,00:28:19.955,1699.634,1699.955,0.3209999999999127,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18283,029,A,6_5,00:28:20.030,00:28:20.728,1700.03,1700.728,0.6980000000000928,Daar aan hangt...,Daar aan hangt,daar aan afhangen,"['ADV', 'ADP', 'VERB']",Hanging from that...,3,2
18284,029,B,6_5,00:28:20.199,00:28:20.861,1700.199,1700.861,0.6620000000000346,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18285,029,B,6_5,00:28:23.176,00:28:23.833,1703.176,1703.833,0.6570000000001528,Waar ben je?,Waar ben je,waar zijn je,"['ADV', 'AUX', 'PRON']",Where are you?,3,1
18286,029,B,6_5,00:28:23.873,00:28:24.813,1703.873,1704.813,0.9400000000000546,"Oh daar, ja *8*.",Oh daar ja 8,Oh daar ja 8,"['INTJ', 'ADV', 'INTJ', 'NUM']","Oh there, yes *8*.",4,1
18287,029,B,6_6,00:28:25.805,00:28:26.328,1705.805,1706.328,0.5229999999999109,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18288,029,B,6_6,00:28:26.370,00:28:29.864,1706.37,1709.864,3.494000000000142,"Twee Eiffeltorens naar links en een spijker op de kop, bovenop.",Twee Eiffeltorens naar links en een spijker op de kop bovenop,twee Eiffeltorens naar links en een spijker op de kop bovenop,"['NUM', 'PROPN', 'ADP', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']","Two Eiffel Towers to the left and a nail on the head, on top.",11,4
18289,029,A,6_6,00:28:30.215,00:28:30.585,1710.215,1710.585,0.37000000000011823,Yes.,Yes,Yes,['SYM'],Yes.,1,0
18290,029,A,6_6,00:28:30.611,00:28:30.962,1710.611,1710.962,0.3509999999998854,*B*.,B,B,['SYM'],*B*.,1,0
18291,029,A,6_7,00:28:33.036,00:28:33.937,1713.036,1713.937,0.9009999999998399,Ehmm,Ehmm,Ehmm,['NOUN'],Umm,1,1
18292,029,A,6_7,00:28:34.135,00:28:35.846,1714.135,1715.846,1.7110000000000127,Pluk je haar met eh,Pluk je haar met eh,Pluk je haar met eh,"['VERB', 'PRON', 'PRON', 'ADP', 'INTJ']",Pluck your hair with eh,5,1
18293,029,A,6_7,00:28:36.437,00:28:37.487,1716.437,1717.487,1.050000000000182,Iets wat door de neus gaat.,Iets wat door de neus gaat,iets wat door de neus gaan,"['PRON', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB']",Something that goes through the nose.,6,2
18294,029,B,6_7,00:28:37.502,00:28:38.310,1717.502,1718.31,0.8079999999999927,"Ja, *16*.",Ja 16,ja 16,"['INTJ', 'NUM']","Yes, *16*.",2,0
18295,029,B,6_8,00:28:39.854,00:28:40.297,1719.854,1720.297,0.44299999999998363,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18296,029,B,6_8,00:28:40.325,00:28:44.554,1720.325,1724.554,4.229000000000042,Dit is eh met dat plateautje best wel hoog en die omgekeerde piramide op dat plateautje.,Dit is eh met dat plateautje best wel hoog en die omgekeerde piramide op dat plateautje,dit zijn eh met dat plateaut best wel hoog en die omgekeerd piramide op dat plateau,"['PRON', 'VERB', 'INTJ', 'ADP', 'SCONJ', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'CCONJ', 'PRON', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN']",This is eh with that platform quite high and that inverted pyramid on that platform.,16,8
18297,029,A,6_8,00:28:45.393,00:28:45.897,1725.393,1725.897,0.5039999999999054,Yes.,Yes,Yes,['SYM'],Yes.,1,0
18298,029,A,6_8,00:28:45.952,00:28:46.228,1725.952,1726.228,0.2760000000000673,Eh.,Eh,Eh,['INTJ'],Um.,1,0
18299,029,A,6_8,00:28:46.228,00:28:47.629,1726.228,1727.629,1.40099999999984,"Even zoeken, even zoeken.",Even zoeken even zoeken,even zoeken even zoeken,"['ADV', 'VERB', 'ADV', 'VERB']","Just looking, just looking.",4,4
18300,029,A,6_8,00:28:48.458,00:28:48.728,1728.458,1728.728,0.2699999999999818,*A*.,A,A,['CCONJ'],*A*.,1,0
18301,029,A,6_9,00:28:51.133,00:28:51.977,1731.133,1731.977,0.8440000000000509,Ehm,Ehm,Ehm,['ADP'],Um,1,0
18302,029,A,6_9,00:28:52.102,00:28:55.912,1732.102,1735.912,3.8099999999999454,Ruit met eh twee Eiffeltorens.,Ruit met eh twee Eiffeltorens,ruit met eh twee Eiffeltorens,"['NOUN', 'ADP', 'INTJ', 'NUM', 'PROPN']",Plaid with um two Eiffel Towers.,5,2
18303,029,B,6_9,00:28:55.766,00:28:56.038,1735.766,1736.038,0.2719999999999345,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18304,029,A,6_9,00:28:55.912,00:28:56.278,1735.912,1736.278,0.36599999999998545,Eh.,Eh,Eh,['INTJ'],Um.,1,0
18305,029,B,6_9,00:28:56.334,00:28:56.652,1736.334,1736.652,0.31799999999998363,Eh,Eh,Eh,['INTJ'],Eh,1,0
18306,029,B,6_9,00:28:56.716,00:28:56.979,1736.716,1736.979,0.26300000000014734,*3*.,3,3,['NUM'],*3*.,1,0
18307,029,B,6_10,00:28:58.710,00:28:59.789,1738.71,1739.789,1.0789999999999509,Dit is het standbeeld.,Dit is het standbeeld,dit zijn het standbeeld,"['PRON', 'AUX', 'DET', 'NOUN']",This is the statue.,4,1
18308,029,A,6_10,00:29:01.142,00:29:02.305,1741.142,1742.305,1.163000000000011,Dat is...,Dat is,dat zijn,"['SCONJ', 'AUX']",That is...,2,0
18309,029,A,6_10,00:29:03.257,00:29:03.763,1743.257,1743.763,0.5059999999998581,*D*.,D,D,['SYM'],*D*.,1,0
18310,029,A,6_11,00:29:05.762,00:29:06.617,1745.762,1746.617,0.8550000000000182,Ehm.,Ehm,Ehm,['ADP'],Um.,1,0
18311,029,A,6_11,00:29:07.673,00:29:10.514,1747.673,1750.514,2.8409999999998945,Twee dikke armen met een vierkantje erachter.,Twee dikke armen met een vierkantje erachter,twee dik arm met een vierkan erachter,"['NUM', 'ADJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADV']",Two fat arms with a square behind them.,7,4
18312,029,B,6_11,00:29:11.099,00:29:11.561,1751.099,1751.561,0.4619999999999891,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18313,029,B,6_11,00:29:11.704,00:29:12.482,1751.704,1752.482,0.77800000000002,Ehh,Ehh,ehh,['PROPN'],Ehh,1,1
18314,029,B,6_11,00:29:12.501,00:29:12.987,1752.501,1752.987,0.4860000000001037,*15*.,15,15,['NUM'],*15*.,1,0
18315,029,B,6_12,00:29:14.300,00:29:16.797,1754.3,1756.797,2.497000000000071,"Dit is weer het plateautje, redelijk laag.",Dit is weer het plateautje redelijk laag,dit zijn weer het plateaut redelijk laag,"['PRON', 'AUX', 'ADV', 'DET', 'NOUN', 'ADJ', 'ADJ']","This is again the plateau, fairly low.",7,4
18316,029,B,6_12,00:29:16.816,00:29:19.661,1756.816,1759.661,2.8450000000000273,En bovenop die twee kleine eh dingetjes die uitsteken.,En bovenop die twee kleine eh dingetjes die uitsteken,en bovenop die twee klein eh dinget die uitsteken,"['CCONJ', 'ADP', 'DET', 'NUM', 'ADJ', 'INTJ', 'VERB', 'PRON', 'VERB']",And on top of those two little um things sticking out.,9,3
18317,029,A,6_12,00:29:20.392,00:29:21.013,1760.392,1761.013,0.6209999999998672,"Ja, *G*.",Ja G,ja G,"['INTJ', 'SYM']","Yes, *G*.",2,0
18318,029,A,6_13,00:29:22.957,00:29:23.272,1762.957,1763.272,0.3149999999998272,Eh,Eh,Eh,['INTJ'],Eh,1,0
18319,029,A,6_13,00:29:23.272,00:29:26.304,1763.272,1766.304,3.032000000000153,"Dit is één keer de Eiffeltoren, twee kegels en één slurf.",Dit is één keer de Eiffeltoren twee kegels en één slurf,dit zijn één keer de Eiffeltoren twee kegel en één slurf,"['PRON', 'AUX', 'NUM', 'NOUN', 'DET', 'NOUN', 'NUM', 'NOUN', 'CCONJ', 'NUM', 'NOUN']","This is one time the Eiffel Tower, two cones and one trunk.",11,4
18320,029,B,6_13,00:29:26.379,00:29:26.693,1766.379,1766.693,0.3140000000000782,Ja.,Ja,ja,['INTJ'],Yes.,1,0
18321,029,B,6_13,00:29:26.873,00:29:27.425,1766.873,1767.425,0.5519999999999072,Ehm,Ehm,Ehm,['ADP'],Um,1,0
18322,029,B,6_13,00:29:28.788,00:29:29.356,1768.788,1769.356,0.5679999999999836,"Eh, *2*.",Eh 2,eh 2,"['INTJ', 'NUM']","Um, *2*.",2,0
18323,029,B,6_14,00:29:30.984,00:29:34.318,1770.984,1774.318,3.33400000000006,Dit is weer met een bolletje aan de zijkant.,Dit is weer met een bolletje aan de zijkant,dit zijn weer met een bolle aan de zijkant,"['PRON', 'AUX', 'ADV', 'ADP', 'DET', 'ADJ', 'ADP', 'DET', 'NOUN']",This is again with a ball on the side.,9,3
18324,029,B,6_14,00:29:34.414,00:29:38.117,1774.414,1778.117,3.7029999999999745,Bovenop die schuine kegel en die rechte balk.,Bovenop die schuine kegel en die rechte balk,bovenop die schuin kegel en die recht balk,"['ADP', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN']",On top of that slanted cone and that straight beam.,8,4
18325,029,B,6_14,00:29:38.174,00:29:40.694,1778.174,1780.694,2.519999999999982,En nog aan de zijkant een klein armpje.,En nog aan de zijkant een klein armpje,en nog aan de zijkant een klein armp,"['CCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'DET', 'ADJ', 'PROPN']",And another small arm on the side.,8,4
18326,029,A,6_14,00:29:39.337,00:29:39.534,1779.337,1779.534,0.19700000000011642,Ja.,Ja,ja,['INTJ'],Yes.,1,0
