Begin Time - msec,End Time - msec,Duration - msec,A_LH_gesture,A_RH_gesture,B_LH_gesture,B_RH_gesture,File,File Path,A_LH_gesture_beat,A_LH_gesture_comments,A_LH_gesture_deixis,A_LH_gesture_iconicity,A_LH_gesture_pragmaticality,A_LH_gesture_referent,A_RH_gesture_beat,A_RH_gesture_comments,A_RH_gesture_deixis,A_RH_gesture_iconicity,A_RH_gesture_pragmaticality,A_RH_gesture_referent,A_speech,A_speech_eng,B_LH_gesture_beat,B_LH_gesture_comments,B_LH_gesture_deixis,B_LH_gesture_iconicity,B_LH_gesture_pragmaticality,B_LH_gesture_referent,B_RH_gesture_beat,B_RH_gesture_comments,B_RH_gesture_deixis,B_RH_gesture_iconicity,B_RH_gesture_pragmaticality,B_RH_gesture_referent,B_speech,B_speech_eng,accuracy,comments,correct_answer,director,given_answer,round,target,trial,pair,gesturer,iconic_a,iconic_b,iconic
277240,279519,2279,,gesture,,,019.eaf,,,,,,,,,,,1.0,,12A,"Dat rechte rondje, zeg maar, alsof hij zo'n eh dienblad vasthoudt.","That straight round, say, as if he were holding one of those um trays.",,,,,,,,,,,,,,,,,K,B,,1.0,12.0,1_9,019,A,True,False,True
278084,278707,623,,,,gesture,019.eaf,,,,,,,,,,,1.0,,12A,"Dat rechte rondje, zeg maar, alsof hij zo'n eh dienblad vasthoudt.","That straight round, say, as if he were holding one of those um trays.",,,,,,,,,,1.0,,12A,"Ja, alsof hij een dienblad vast heeft.","Yes, as if he were holding a tray.",,,K,B,,1.0,12.0,1_9,019,B,True,True,True
279910,280480,570,gesture,,,,019.eaf,,,,,1.0,,12B,,,,,,,"En dan die ander, zeg maar, ja, zo'n heel raar ding.","And then the other one, say, yes, such a very strange thing.",,,,,,,,,,,,,,,,,K,B,,1.0,12.0,1_9,019,A,True,False,True
279945,280520,575,,,gesture,,019.eaf,,,,,1.0,,12B,,,,,,,"En dan die ander, zeg maar, ja, zo'n heel raar ding.","And then the other one, say, yes, such a very strange thing.",,,,1.0,,12B,,,,,,,,,,,K,B,,1.0,12.0,1_9,019,B,True,True,True
281611,281863,252,,gesture,,,019.eaf,,,,,,,,,,,1.0,,12C,"En dan die ander, zeg maar, ja, zo'n heel raar ding.","And then the other one, say, yes, such a very strange thing.",,,,,,,,,,,,,Eh ja die,Um yes those,,,K,B,,1.0,12.0,1_9,019,A,True,False,True
282987,283527,540,,,gesture,,019.eaf,,,,,,,,,,,,,,"En dan die ander, zeg maar, ja, zo'n heel raar ding.","And then the other one, say, yes, such a very strange thing.",,,,1.0,,12C-REP,,,,,,,"Ja, dit komt er weer uit, zeg maar, die der","Yes, this comes out again, say, that der",,,K,B,,1.0,12.0,1_9,019,B,False,True,True
284151,284531,380,,,gesture,,019.eaf,,,,,,,,,,,,,,"Ja, gewoon een staaf uit de staaf of zo.","Yes, just a rod from the rod or something.",,,,1.0,,12C-rep,,,,,,,"Ja, dit komt er weer uit, zeg maar, die der","Yes, this comes out again, say, that der",,,K,B,,1.0,12.0,1_9,019,B,False,True,True
286156,286956,800,,gesture,,,019.eaf,,,,,,,,,,,1.0,,12B+12C,"Ja, gewoon een staaf uit de staaf of zo.","Yes, just a rod from the rod or something.",,,,,,,,,,,,,,,,,K,B,,1.0,12.0,1_9,019,A,True,False,True
293799,294419,620,,gesture,,,019.eaf,,,,,,,,,,,1.0,,01B,Ehm deze heeft eh een plat vierkant tegen gich aan.,Um this one has eh a flat square against gich.,,,,,,,,,,,,,,,,,10,A,,1.0,1.0,1_10,019,A,True,False,True
295491,296251,760,gesture,,,,019.eaf,,,,,1.0,,01B,,,,,,,Zeg maar alsof het een schild is.,Say it like it's a shield.,,,,,,,,,,,,,,,,,10,A,,1.0,1.0,1_10,019,A,True,False,True
297649,298538,889,gesture,gesture,,,019.eaf,,,,,1.0,,01C,,,,1.0,,01C,En dan voor zich twee gebouwen.,And then in front of it two buildings.,,,,,,,,,,,,,,,,,10,A,,1.0,1.0,1_10,019,A,True,False,True
307848,308061,213,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,main,,,,1.0,,main,"Ehm dan heb ik nu, ja (je hebt) je hebt dat kopje","Um then I have now, yes (you have) you have that headline",,,B,B,,1.0,10.0,1_11,019,B,False,True,True
310916,312076,1160,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,10A+10B+10E+10F,,,,1.0,,10A+10B+10E+10F,en daar gaat een soort van staaf achterlangs doorheen.,And there's some kind of rod going through the back of that.,,,B,B,,1.0,10.0,1_11,019,B,False,True,True
314424,315084,660,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,10D,,,,,,,En dan zie je eh achter een soort van vierkant er schuin tegenaan staan.,And then you see eh behind a kind of square against it diagonally.,,,B,B,,1.0,10.0,1_11,019,B,False,True,True
315563,317081,1518,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,10D,,,,,,,En dan zie je eh achter een soort van vierkant er schuin tegenaan staan.,And then you see eh behind a kind of square against it diagonally.,,,B,B,,1.0,10.0,1_11,019,B,False,True,True
318539,320365,1826,,,gesture,,019.eaf,,,,,,,,,,,,,,Ehm,Um,,,,1.0,,10C,,,,,,,Ehm een soort van hengsel eruit.,Um some kind of handle out.,,,B,B,,1.0,10.0,1_11,019,B,False,True,True
327144,329604,2460,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,10A+10B+10E+10F,,,,1.0,,10A+10B+10E+10F,,,,,B,B,,1.0,10.0,1_11,019,B,False,True,True
332872,333372,500,,gesture,,,019.eaf,,,,,,,,,unsure,,1.0,,10D,"Zo, met zo'n eh","So, with such an um",,,,,,,,,,,,,"Ja, ja, en er zit nog wel...","Yes, yes, and there's still...",,,B,B,,1.0,10.0,1_11,019,A,True,False,True
333722,334422,700,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,10C,,,,,,,"Ja, ja, en er zit nog wel...","Yes, yes, and there's still...",,,B,B,,1.0,10.0,1_11,019,B,False,True,True
338046,338666,620,gesture,gesture,,,019.eaf,,,,,1.0,,10E+10F,,,,1.0,,10E+10F,En dan een staaf met aan het uiteinde twee bolletjes van die staaf.,And then a rod with two balls of that rod at the end.,,,,,,,,,,,,,,,,,B,B,,1.0,10.0,1_11,019,A,True,False,True
339894,342046,2152,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,10E+10F,,,,1.0,,10A+10B,"Ja, en aan de ene kant steekt hij iets verder uit dan aan de andere kant.","Yes, and on one side it sticks out a little further than on the other side.",,,B,B,,1.0,10.0,1_11,019,B,False,True,True
348019,348779,760,gesture,gesture,,,019.eaf,,,,,1.0,,05E,,,,1.0,,05D,"Zeg maar, een boot.","Say, a boat.",,,,,,,,,,,,,De boot.,The boat.,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
349793,350073,280,gesture,gesture,,,019.eaf,,,,,1.0,,05C,,,,1.0,,05C,"Zeg maar, voor zich heeft hij, als het ware, een ja kleine staaf.","Say, in front of him he has, as it were, a yes small rod.",,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
351881,352921,1040,gesture,gesture,,,019.eaf,,,,,1.0,,05C,,,,1.0,,05C,"Zeg maar, voor zich heeft hij, als het ware, een ja kleine staaf.","Say, in front of him he has, as it were, a yes small rod.",,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
353583,355634,2051,,gesture,,,019.eaf,,,,,,,,,,,1.0,,05B,En dan daaruit komt ook weer zo'n staaf omhoog.,And then from that also such a rod comes up again.,,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
359717,361257,1540,gesture,gesture,,,019.eaf,,,,,1.0,,05A,,,,1.0,,05A,"En bovenop heeft hij ehm eh, zeg maar, een lange staaf op zich.","And on top he has um um um, say, a long rod on him.",,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
361480,361800,320,gesture,gesture,,,019.eaf,,,,,1.0,,05A,,,,1.0,,05A,"Het zit best wel hoog, volgens mij.","It sits pretty high, in my opinion.",,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
364080,365723,1643,gesture,gesture,,,019.eaf,,,,,1.0,,05E,,,,1.0,,05D,"En twee, ja, ieniemienie-vleugels.","And two, yes, teeny-tiny wings.",,,,,,,,,,,,,Eh,Eh,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
365833,366353,520,gesture,gesture,,,019.eaf,,,,,1.0,,05E,,,,1.0,,05D,,,,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
366597,368639,2042,gesture,gesture,,,019.eaf,,,,,1.0,,05E,,,,1.0,,05D,"Het zijn niet echt vleugels, maar zo...","They are not really wings, but so...",,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
375077,376038,961,,,gesture,non-gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,05A,,,,,,,"Oh, ja, ja hij heeft recht bovenop een soort van hanenkam.","Oh, yes, yes he has right on top a sort of cockscomb.",,,8,A,,1.0,5.0,1_12,019,B,False,True,True
376597,377697,1100,,,gesture,non-gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,05A,,,,,,,"Zo'n driehoek, zo'n rechthoekig dingetje.","Such a triangle, such a rectangular thingy.",,,8,A,,1.0,5.0,1_12,019,B,False,True,True
379910,380230,320,,gesture,,,019.eaf,,,,,,,,,,,1.0,,05A,"Ja, ja, geen, ja echt een rechthoek is het.","Yes, yes, no, yes really a rectangle it is.",,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
381830,382550,720,gesture,gesture,,,019.eaf,,,,,1.0,,05A,,,,1.0,,05A,"Of nee, een meer een ja een lange staaf.","Or no, a more a yes a long rod.",,,1.0,,1.0,,,,,,,,En dan aan de voorkant...,And then at the front...,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
385339,385839,500,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,05C,,,,,,,En aan de voorkant zit zo'n soort van driehoekje met daaruit weer een klein staafje,And at the front is one of those kind of triangles with another small rod from it,,,8,A,,1.0,5.0,1_12,019,B,False,True,True
386403,387079,676,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,05B-REP,,,,,,,En aan de voorkant zit zo'n soort van driehoekje met daaruit weer een klein staafje,And at the front is one of those kind of triangles with another small rod from it,,,8,A,,1.0,5.0,1_12,019,B,False,True,True
387633,388133,500,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,05B-rep,,,,,,,omhoog.,up.,,,8,A,,1.0,5.0,1_12,019,B,False,True,True
389199,389599,400,gesture,gesture,,,019.eaf,,,,,1.0,,05E,,,,1.0,,05D,En dan nog twee van die mini-vleugels of zo.,And then two more of those mini wings or something.,,,,,,,,,,,,,,,,,8,A,,1.0,5.0,1_12,019,A,True,False,True
404382,404828,446,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,08A,Je ziet bovenop heb je een soort van een een een ruit er uitsteken.,You see on top you kind of have a one a pane pane sticking out.,,,O,B,,1.0,8.0,1_13,019,B,False,True,True
405528,405874,346,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,08B,,,,1.0,,08B,,,,,O,B,,1.0,8.0,1_13,019,B,False,True,True
406702,406942,240,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,08B,,,,1.0,,08B,"Met twee van die, weet je wel, gebouwen eh eruit steken.","With two of those, you know, buildings eh sticking out.",,,O,B,,1.0,8.0,1_13,019,B,False,True,True
409436,410247,811,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,08B,,,,1.0,,08B,Wat vind ik een soort van op een stuur vind lijken.,Which I think kind of looks like a handlebar.,,,O,B,,1.0,8.0,1_13,019,B,False,True,True
411475,411955,480,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,unsure,,1.0,,main,Met daarvoor dus die mok als een soort van de bak.,So with that mug in front of it as sort of the container.,,,O,B,,1.0,8.0,1_13,019,B,False,True,True
412356,412772,416,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,main,,,,1.0,,main,Met daarvoor dus die mok als een soort van de bak.,So with that mug in front of it as sort of the container.,,,O,B,,1.0,8.0,1_13,019,B,False,True,True
414272,416767,2495,,,,gesture,019.eaf,,,,,,,,,,,,,,Oh!,Oh!,,,,,,,,,,1.0,,08C,Eh en daaruit steekt een langwerpig ding.,Um and out of it sticks an oblong thing.,,,O,B,,1.0,8.0,1_13,019,B,False,True,True
419324,420244,920,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,08E,,,,1.0,,08D,En hij heeft dus ook nog twee andere uithengsel.,And so he also has two other uithengsel.,,,O,B,,1.0,8.0,1_13,019,B,False,True,True
422079,423002,923,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,08D,Eentje steekt echt onderuit en eentje echt de rechtsuit.,One really sticks out the bottom and one really sticks out the right.,,,O,B,,1.0,8.0,1_13,019,B,False,True,True
425496,426036,540,,gesture,,,019.eaf,,,,,,,,,,,1.0,,08A,Dus achter heeft hij een soort van plat vierkant waar twee van die gebouwen tegenaan staan.,So in the back he has a kind of flat square where two of those buildings are against it.,,,,,,,,,,,,,,,,,O,B,,1.0,8.0,1_13,019,A,True,False,True
426673,427375,702,gesture,gesture,,,019.eaf,,,,,1.0,,08B,,,,1.0,,08B,Dus achter heeft hij een soort van plat vierkant waar twee van die gebouwen tegenaan staan.,So in the back he has a kind of flat square where two of those buildings are against it.,,,,,,,,,,,,,,,,,O,B,,1.0,8.0,1_13,019,A,True,False,True
427715,427915,200,gesture,gesture,,,019.eaf,,,,,1.0,,08B,,,,1.0,,08B,Dus achter heeft hij een soort van plat vierkant waar twee van die gebouwen tegenaan staan.,So in the back he has a kind of flat square where two of those buildings are against it.,,,,,,,,,,,,,,,,,O,B,,1.0,8.0,1_13,019,A,True,False,True
429901,430201,300,gesture,gesture,,,019.eaf,,,,,1.0,,08C,,,,1.0,,08C,En dan een neus eigenlijk en twee van die gekke uitsteksels.,And then a nose actually and two of those crazy protrusions.,,,,,,,,,,,,,,,,,O,B,,1.0,8.0,1_13,019,A,True,False,True
430479,431079,600,gesture,gesture,,,019.eaf,,,,,1.0,,08E,,,,1.0,,08D,En dan een neus eigenlijk en twee van die gekke uitsteksels.,And then a nose actually and two of those crazy protrusions.,,,,,,,,,,,,,,,,,O,B,,1.0,8.0,1_13,019,A,True,False,True
438020,438340,320,gesture,gesture,,,019.eaf,,,,,1.0,,main,,,,1.0,,main,,,,,,,,,,,,,,,,,,,13,A,,1.0,13.0,1_14,019,A,True,False,True
439187,439547,360,,gesture,,,019.eaf,,,,,,,,,,,1.0,,main,"Ja, dit is het enige kopje die ergens op staat.","Yes, this is the only headline that is on something.",,,,,,,,,,,,,,,,,13,A,,1.0,13.0,1_14,019,A,True,False,True
440099,440359,260,gesture,gesture,,,019.eaf,,,,,1.0,,13D,,,,1.0,,13D,En dat vind ik op een zwembad lijken met zo'n trappetje.,And I think that looks like a pool with one of those steps.,,,,,,,,,,,,,,,,,13,A,,1.0,13.0,1_14,019,A,True,False,True
441219,441659,440,,gesture,,,019.eaf,,,,,,,,,,,1.0,,13E,En dat vind ik op een zwembad lijken met zo'n trappetje.,And I think that looks like a pool with one of those steps.,,,,,,,,,,,,,,,,,13,A,,1.0,13.0,1_14,019,A,True,False,True
443056,443839,783,gesture,gesture,,,019.eaf,,,,,1.0,,13A,,,,1.0,,13A,En hij heeft zo'n ketting van rondjes achter zich.,And he has such a chain of laps behind him.,,,,,,,,,,,,,,,,,13,A,,1.0,13.0,1_14,019,A,True,False,True
445375,446055,680,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,13B,"Ja, en die gr- het eh het eh de cirkel aan de voorkant.","Yes, and that gr- it eh it eh the circle at the front.",,,13,A,,1.0,13.0,1_14,019,B,False,True,True
446579,447319,740,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,13B,"Ja, en die gr- het eh het eh de cirkel aan de voorkant.","Yes, and that gr- it eh it eh the circle at the front.",,,13,A,,1.0,13.0,1_14,019,B,False,True,True
446766,447406,640,,gesture,,,019.eaf,,,,,,,,,,,1.0,,13B,,,,,,,,,,,,1.0,,13B,"Ja, en die gr- het eh het eh de cirkel aan de voorkant.","Yes, and that gr- it eh it eh the circle at the front.",,,13,A,,1.0,13.0,1_14,019,A,True,True,True
454693,455113,420,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,06B,,,,,,,Eh dit vind ik echt ehm dit vind ik echt een gezicht met een soort van neus met een enorme piercing erdoor.,Um this I really ehm this I really think is a face with kind of a nose with a huge piercing through it.,,,F,B,,1.0,6.0,1_15,019,B,False,True,True
455792,455912,120,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,1.0,,,1.0,,06D,1.0,,,1.0,,06D,Eh dit vind ik echt ehm dit vind ik echt een gezicht met een soort van neus met een enorme piercing erdoor.,Um this I really ehm this I really think is a face with kind of a nose with a huge piercing through it.,,,F,B,,1.0,6.0,1_15,019,B,False,True,True
457141,457401,260,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,06A-REP,En bovenop heeft hij één haarsprietje.,And on top he has one strand of hair.,,,F,B,,1.0,6.0,1_15,019,B,False,True,True
457821,458061,240,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,06A-rep,En bovenop heeft hij één haarsprietje.,And on top he has one strand of hair.,,,F,B,,1.0,6.0,1_15,019,B,False,True,True
464226,464426,200,non-gesture,gesture,,,019.eaf,,,,,,,,,,,1.0,,06D,"Oh, die ene met een soort s- een soort spijker door de neus.","Oh, the one with a kind of s- a kind of nail through the nose.",,,,,,,,,,,,,,,,,F,B,,1.0,6.0,1_15,019,A,True,False,True
473130,474260,1130,gesture,gesture,,,019.eaf,,,,,1.0,,15C-REP,,,,1.0,,15C-REP,Het is ook die ander met een dienblad.`,It is also the other one with a tray.`,,,,,,,,,,,,,,,,,5,A,,1.0,15.0,1_16,019,A,True,False,True
474432,475790,1358,gesture,gesture,,,019.eaf,,,,,1.0,,15C-rep,,,,1.0,,15C-rep,,,,,,,,,,,,,,,,,,,5,A,,1.0,15.0,1_16,019,A,True,False,True
476479,477339,860,gesture,gesture,,,019.eaf,,,,,1.0,,15A,,,,1.0,,15A,En twee twee sprietjes bovenop.,And two twin sprites on top.,,,,,,,,,,,,,,,,,5,A,,1.0,15.0,1_16,019,A,True,False,True
478859,479079,220,,gesture,,,019.eaf,,,,,,,,,might be aborted,,1.0,,15D,En...,And.,,,,,,,,,,,,,"Ja, top.","Yes, top.",,,5,A,,1.0,15.0,1_16,019,A,True,False,True
487794,488154,360,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,03D,,,,1.0,,03D,"Oh, dan hebben we nu weer ehm dat ene dat op dat driehoek staat.","Oh, then now we have again ehm that one that's on that triangle.",,,K,B,,2.0,3.0,2_1,019,B,False,True,True
490022,490802,780,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,03D,,,,1.0,,03C,Ehm met een soort van op benen met een...,Um with sort of on legs with a...,,,K,B,,2.0,3.0,2_1,019,B,False,True,True
492509,492872,363,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,03D,,,,1.0,,03D,"Ja, dat driehoekje met een stukje ertussen.","Yes, that little triangle with a piece in between.",,,K,B,,2.0,3.0,2_1,019,B,False,True,True
493347,493847,500,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,03C,,,,1.0,,03C,"Ja, dat driehoekje met een stukje ertussen.","Yes, that little triangle with a piece in between.",,,K,B,,2.0,3.0,2_1,019,B,False,True,True
494385,495624,1239,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,main,,,,1.0,,main,En dan komt die mok.,And then comes that mug.,,,K,B,,2.0,3.0,2_1,019,B,False,True,True
496426,496766,340,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,03A,,,,1.0,,03B,En dan met die vierkantjes erbovenen die,And then with those little squares above and those,,,K,B,,2.0,3.0,2_1,019,B,False,True,True
496806,497486,680,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,03E,,,,,,,En dan met die vierkantjes erbovenen die,And then with those little squares above and those,,,K,B,,2.0,3.0,2_1,019,B,False,True,True
515135,515334,199,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,05A,,,,1.0,,05A,met het rechthoek.,with the rectangle.,,,M,B,,2.0,5.0,2_3,019,B,False,True,True
522279,523872,1593,gesture,gesture,,,019.eaf,,,,,1.0,,10E,,,,1.0,,10A,Ehm dit is die zonnepaneel,Um this is that solar panel,,,,,,,,,,,,,,,,,16,A,,2.0,10.0,2_4,019,A,True,False,True
524685,524805,120,gesture,gesture,,,019.eaf,,,,,1.0,,10F,,,,1.0,,10B,Met die twee rondjes.,With those two rounds.,,,,,,,,,,,,,,,,,16,A,,2.0,10.0,2_4,019,A,True,False,True
532979,533279,300,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,main,,,,1.0,,main,"Ehm oh, dit is weer ja die mok waar een halve cirkel aan het uiteinde achterkomt.","Ehm oh, this is again yes that mug where a semicircle comes back at the end.",,,D,B,,2.0,9.0,2_5,019,B,False,True,True
534061,535361,1300,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09D,"Ehm oh, dit is weer ja die mok waar een halve cirkel aan het uiteinde achterkomt.","Ehm oh, this is again yes that mug where a semicircle comes back at the end.",,,D,B,,2.0,9.0,2_5,019,B,False,True,True
536379,537039,660,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09A-REP,"En één uitsteeksel bovenop, een soort van lepel die in de mok gaat.","And one protrusion on top, kind of like a spoon that goes into the mug.",,,D,B,,2.0,9.0,2_5,019,B,False,True,True
537099,537539,440,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09A-rep,"En één uitsteeksel bovenop, een soort van lepel die in de mok gaat.","And one protrusion on top, kind of like a spoon that goes into the mug.",,,D,B,,2.0,9.0,2_5,019,B,False,True,True
537803,538023,220,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09A,"En één uitsteeksel bovenop, een soort van lepel die in de mok gaat.","And one protrusion on top, kind of like a spoon that goes into the mug.",,,D,B,,2.0,9.0,2_5,019,B,False,True,True
539564,540104,540,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,09B,,,,1.0,,09B,En daaronder zit ook nog iets.,"And underneath that, there is also something.",,,D,B,,2.0,9.0,2_5,019,B,False,True,True
541883,542083,200,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,09C,,,,,,,En dan een soort van een steel eraan vast.,And then some kind of a stem attached to it.,,,D,B,,2.0,9.0,2_5,019,B,False,True,True
558151,558991,840,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,01B,,,,1.0,,01B,"Ehm oh, dit is die ene met dat vierkant aan de voorkant","Um oh, this is the one with the square on the front",,,I,B,,2.0,1.0,2_7,019,B,False,True,True
559878,560318,440,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,01C,,,,1.0,,01C,en twee gebouwen die erin wijzen,and two buildings pointing into it,,,I,B,,2.0,1.0,2_7,019,B,False,True,True
561557,562257,700,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,01A,,,,,,,en de de paddenstoel bovenop.,And the the mushroom on top.,,,I,B,,2.0,1.0,2_7,019,B,False,True,True
575631,575891,260,gesture,gesture,non-gesture,non-gesture,019.eaf,,,,,1.0,,08A,,,,1.0,,08A,"Zeg maar, een plat vierkant.","Say, a flat square.",,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_8,019,A,True,False,True
576497,576897,400,gesture,gesture,non-gesture,non-gesture,019.eaf,,,,,1.0,,08B,,,,1.0,,08B,"Twee gebouwen er tegenaan, aan de achterkant.","Two buildings against it, at the back.",,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_8,019,A,True,False,True
580612,580892,280,,gesture,,non-gesture,019.eaf,,,,,,,,,,,1.0,,08C,En dan zo'n neus en twee uitsteksels.,And then such a nose and two protrusions.,,,,,,,,,,,,,Eh ja.,Um yes.,,,5,A,,2.0,8.0,2_8,019,A,True,False,True
581482,581642,160,gesture,gesture,non-gesture,,019.eaf,,1.0,,,1.0,,08E,1.0,,,1.0,,08D,En dan zo'n neus en twee uitsteksels.,And then such a nose and two protrusions.,,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_8,019,A,True,False,True
593519,593819,300,,,,gesture,019.eaf,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,15B,Ehm dit is met de olifantensnurf- slurf.,Um this is with the elephant trunk.,,,B,B,,2.0,15.0,2_9,019,B,False,True,True
593859,594099,240,,,gesture,,019.eaf,,,,,,,,,,,,,,,,1.0,,,1.0,,15B,,,,,,,Ehm dit is met de olifantensnurf- slurf.,Um this is with the elephant trunk.,,,B,B,,2.0,15.0,2_9,019,B,False,True,True
595594,596494,900,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,15C,,,,1.0,,15C,En dat vierkantje waar die half een beetje in hangt.,And that little square where it hangs half a bit.,,,B,B,,2.0,15.0,2_9,019,B,False,True,True
597545,598390,845,,,gesture,gesture,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,15A,,,,1.0,,15A,En die twee puntjes aan de bovenkant.,And those two dots at the top.,,,B,B,,2.0,15.0,2_9,019,B,False,True,True
603339,604519,1180,,,gesture,,019.eaf,,,,,,,,,,,,,,,,,,,1.0,,15D,,,,,,,En dan een zo'n soort van uitsteeksel  aan de r- links aan de zijkant.,And then one of those kind of protrusion on the r- left on the side.,,,B,B,,2.0,15.0,2_9,019,B,False,True,True
609725,610785,1060,,gesture,,,019.eaf,,,,,,,,,,,1.0,,15A,Die wacht olifantenslurf met welke?,That wait elephant trunk with which one?,,,,,,,,,,,,,,,,,B,B,,2.0,15.0,2_9,019,A,True,False,True
610962,611362,400,,,,gesture,019.eaf,,,,,,,,,,,,,,Met twee...,With two...,,,,,,,,,,1.0,,15A,Met die twee puntjes aan de bovenkant.,With those two dots at the top.,,,B,B,,2.0,15.0,2_9,019,B,False,True,True
612980,613960,980,gesture,gesture,,,019.eaf,,,,,1.0,,15C,,,,1.0,,15C,En dan zo'n dienblad ook om zich heen.,And then such a tray too around him.,,,,,,,,,,,,,En die...,And those...,,,B,B,,2.0,15.0,2_9,019,A,True,False,True
613817,617470,3653,,,gesture,gesture,019.eaf,,,,,1.0,,15C,,,,1.0,,15C,En dan zo'n dienblad ook om zich heen.,And then such a tray too around him.,,,,1.0,,15C,,,,1.0,,15C,,,,,B,B,,2.0,15.0,2_9,019,B,True,True,True
621299,622619,1320,,gesture,,,019.eaf,,,,,,,,,,,1.0,,16B,Dit is het gebouw tegen...,This is the building against...,,,,,,,,,,,,,,,,,9,A,,2.0,16.0,2_10,019,A,True,False,True
623484,624105,621,,gesture,,,019.eaf,,,,,,,,,,,1.0,,16D,Maar hij heeft aan de achterkant ook een olifantenslurf.,But it also has an elephant trunk on the back.,,,,,,,,,,,,,,,,,9,A,,2.0,16.0,2_10,019,A,True,False,True
