pair,round,trial,director,target,accuracy,A_speech,B_speech,A_speech_eng,B_speech_eng,A_LH_gesture_referent,A_RH_gesture_referent,B_LH_gesture_referent,B_RH_gesture_referent,A_gesture_referent,A_gesture_referent2,B_gesture_referent,B_gesture_referent2,begin_time,end_time,duration,iconic
023,3.0,3_3,A,9.0,,"En aan de onderkant weer die rechthoek, maar dan met die boogjes, laat me zeggen.",,"And at the bottom again that rectangle, but with those arcs, let me say.",,09B,09B,,,09B,,,,1181221,1181861,640,True
023,3.0,3_7,A,15.0,,"Een tafel die door die beker heen gaat,",,"A table going through that cup,",,,15C,,,15C,,,,1230127,1230407,280,True
023,3.0,3_8,B,4.0,,,"Een soort eh, ja, ro- ronde piramide die is afgesneden.",,"A kind of um, yes, ro- round pyramid that has been cut off.",,,,04A,,,04A,,1257865,1258165,300,True
023,3.0,3_9,A,1.0,,"Ehm ik zie weer, ja, twee flatgebouwen aan de linkerkant",,"Um I see again, yes, two apartment buildings on the left side",,01C,,,,01C,,,,1270700,1271120,420,True
023,3.0,3_13,A,5.0,,En dan aan de voorkant heeft hij dan een hele kleine buis omhoog.,,And then at the front it then has a very small tube up.,,,05B,,,05B,,,,1321524,1321704,180,True
023,3.0,3_13,A,5.0,,En op de ho- ja op de op die beker heb je dan een rechthoekige plank.,,And on the ho- yes on the on that cup you then have a rectangular shelf.,,,05A,,,05A,,,,1327323,1328002,679,True
023,3.0,3_14,B,8.0,,,Met die twee o- ja,,With those two o- yes,,,08B,08B,,,08B,,1355168,1355428,260,True
023,3.0,3_14,B,8.0,,Twee flatgebouwen.,eh flatgebouwen die,Two apartment buildings.,um apartment buildings that,08B,08B,,,08B,,,,1356527,1356987,460,True
023,3.0,3_15,A,13.0,,"Ehm, nou, aan de voorkant heb je een eh cirkel.",,"Um, well, at the front you have an um circle.",,,13B,,,13B,,,,1365627,1365995,368,True
023,3.0,3_15,A,13.0,,"En aan de rechts- aan linkerkant heb je dan van die eh drie van die, ja driehoekjes, denk ik.",,"And then on the right to left side you have those um three of those, yes triangles, I think.",,,13A,,,13A,,,,1376605,1377165,560,True
023,3.0,3_16,B,16.0,,,"Ehm, ja, dit is met dat flatgebouw wat er rechtsvoor ingaat.",,"Um, yes, this is with that apartment building that goes into it on the front right.",,,,16B,,,16B,,1409503,1409703,200,True
023,4.0,4_7,A,10.0,,Ehm die kegel die doorheen gaat.,,Ehm that cone going through.,,,10A+10B+10E+10F,,,10A+10B+10E+10F,,,,1475700,1476140,440,True
023,4.0,4_9,A,16.0,,"Ehm even kijken, aan de rechterkant- of aan de voorkant heb je een flatgebouw die er doorheen gaat",,"Um let's see, on the right side-or on the front you have an apartment building going through it",,16B,16B,,,16B,,,,1497898,1498098,200,True
023,4.0,4_9,A,16.0,,En dan heb je een buis aan de achterkant.,,And then you have a tube at the back.,,16D,,,,16D,,,,1501797,1501957,160,True
023,4.0,4_11,A,14.0,,en aan de zijkant heb je dunne buizen.,,And on the side you have thin tubes.,,14D,14B,,,14B,14D,,,1521450,1522190,740,True
023,4.0,4_13,A,8.0,,met die flat gebouwen die naar elkaar toe gaan.,,With those apartment buildings facing each other.,,08B,08B,,,08B,,,,1542470,1542896,426,True
023,4.0,4_14,B,9.0,,"Oh, met die eh met die kegel ook, of niet?",,"Oh, with that um with that cone too, or not?",,,09A,,,09A,,,,1561994,1562554,560,True
023,4.0,4_14,B,9.0,,"En dan de onderkant weer met die eh rechthoek met eh boogjes, toch?",,"And then the bottom again with that um rectangle with um arches, right?",,09B-REP,09B-REP,,,09B,,,,1565620,1565960,340,True
023,5.0,5_1,A,11.0,,"Ehm, ja, ik zie weer een neus en lineaal en pen.",,"Um, yes, I see a nose and ruler and pen again.",,11A,,,,11A,,,,1597072,1597372,300,True
023,5.0,5_1,A,11.0,,"Ehm, ja, ik zie weer een neus en lineaal en pen.",,"Um, yes, I see a nose and ruler and pen again.",,11A,,,,11A,,,,1597113,1597893,780,True
023,5.0,5_1,A,11.0,,"Ehm, ja, ik zie weer een neus en lineaal en pen.",,"Um, yes, I see a nose and ruler and pen again.",,11D,,,,11D,,,,1597412,1597692,280,True
023,5.0,5_7,A,15.0,,"Ehm, tafel die doorheen gaat, maar dan een beetje aan de onderkant.",,"Um, table going through, but a little bit at the bottom.",,15C,15C,,,15C,,,,1654670,1655610,940,True
023,5.0,5_11,A,5.0,,Dus tafel heb je dan zo'n eh buis die omhoog gaat.,,So table you then have one of those um tubes going up.,,,05B-REP,,,05B,,,,1692848,1693188,340,True
023,5.0,5_15,A,9.0,,en aan de onderkant een rechthoek met boogjes.,,and at the bottom a rectangle with arches.,,09B,,,,09B,,,,1729916,1730176,260,True
023,5.0,5_15,A,9.0,,en aan de onderkant een rechthoek met boogjes.,,and at the bottom a rectangle with arches.,,09B,09B,,,09B,,,,1730716,1730976,260,True
023,6.0,6_1,A,14.0,,"Eh, ei met dunne buizen",,"Um, egg with thin tubes",,14D,14B,,,14B,14D,,,1746589,1747049,460,True
023,6.0,6_7,A,8.0,,Eh satelliet met twee flatgebouwen die naar elkaar toe gaan.,,Eh satellite with two apartment buildings facing each other.,,08B,08B,,,08B,,,,1800042,1800482,440,True
023,6.0,6_11,A,2.0,,"En aan de voorkant weer een piramide, maar dan afgesneden.",,"And on the front another pyramid, but cut off.",,02B,,,,02B,,,,1839434,1839894,460,True
023,6.0,6_13,A,4.0,,En aan de bovenkant heb je een afgesneden ja piramide.,,And at the top you have a cut off yes pyramid.,,,04A,,,04A,,,,1863360,1863620,260,True
024,1.0,1_1,B,15.0,,,"Oké, ik heb het het vierkant, dus dan moet ik uitleggen.",,"Okay, I have it square, so then I have to explain.",,,other,other,,,15_other,,3440,4340,900,True
024,1.0,1_1,B,15.0,,,"Want het heeft twee kleine, zeg maar, cilinders bovenop het glas, zou ik maar zeggen.",,"Because it has two little, say, cylinders on top of the glass, I would say.",,,15A,15A,,,15A,,14563,14763,200,True
024,1.0,1_1,B,15.0,,,En dan met die lange neus en zo'n vierkant en...,,And then with that long nose and such a square and....,,,15C,15C,,,15C,,19200,20140,940,True
024,1.0,1_1,B,15.0,,,En dan met die lange neus en zo'n vierkant en...,,And then with that long nose and such a square and....,,,15D,,,,15D,,20279,20539,260,True
024,1.0,1_2,A,6.0,,,"Ja, want nu heb jij een vierkant, toch?",,"Yes, because now you have a square, right?",,,,other,,,06_other,,34400,35200,800,True
024,1.0,1_2,A,6.0,,Er zit een bol in het midden van van de basis.,,There is a sphere in the center of of of the base.,,,06B-REP,,,06B,,,,47720,48440,720,True
024,1.0,1_2,A,6.0,,Met een vierkante rechthoe- ja vierkantige rechthoek erdoorheen.,,With a square recthoe- yes square rectangle through it.,,,06D-REP,,,06D,,,,53480,54720,1240,True
024,1.0,1_2,A,6.0,,Met een vierkante rechthoe- ja vierkantige rechthoek erdoorheen.,,With a square recthoe- yes square rectangle through it.,,,06B,,,06B,,,,54991,55144,153,True
024,1.0,1_2,A,6.0,,Met een cirkel aan het eind.,,With a circle at the end.,,,06C,,,06C,,,,57480,58040,560,True
024,1.0,1_2,A,6.0,,En boven zit een een soort blaadje.,,And above is a one of a kind leaf.,,,06A,,,06A,,,,60040,61480,1440,True
024,1.0,1_3,B,13.0,,,"zeg maar, aan de zijkanten van het glas heeft hij aan beide kanten drie bolletjes.",,"say, on the sides of the glass it has three spheres on each side.",,,13A,13A,,,13A,,70480,71320,840,True
024,1.0,1_3,B,13.0,,,"zeg maar, aan de zijkanten van het glas heeft hij aan beide kanten drie bolletjes.",,"say, on the sides of the glass it has three spheres on each side.",,,13A,13A,,,13A,,73280,74240,960,True
024,1.0,1_3,B,13.0,,,En dan daarvoor een cirkel en dan...,,And then before that a circle and then....,,,,13B,,,13B,,75520,75680,160,True
024,1.0,1_3,B,13.0,,En onder plat.,,And under flat.,,,13D,,,13D,,,,79148,79620,472,True
024,1.0,1_4,A,8.0,,Boven zitten twee ruitjes.,,Above are two panes.,,,08A,,,08A,,,,94447,95206,759,True
024,1.0,1_4,A,8.0,,Met een soort verrekijker naar rechts en links.,,With a kind of binoculars to the right and left.,,,08B,,,08B,,,,97160,97560,400,True
024,1.0,1_4,A,8.0,,Met een soort verrekijker naar rechts en links.,,With a kind of binoculars to the right and left.,,,08B,,,08B,,,,97960,98320,360,True
024,1.0,1_4,A,8.0,,Met een soort verrekijker naar rechts en links.,,With a kind of binoculars to the right and left.,,,08B,,,08B,,,,98607,98792,185,True
024,1.0,1_4,A,8.0,,En in het midden zit een cilinder die naar voren steekt.,,And in the middle is a cylinder protruding forward.,,,08C,,,08C,,,,102423,102603,180,True
024,1.0,1_4,A,8.0,,Aan de rechterkant zit een een soort boog.,,On the right side is a kind of arch.,,,08D,,,08D,,,,109760,112000,2240,True
024,1.0,1_4,A,8.0,,,En aan de onderkant een...,,And at the bottom a...,,08E,,,08E,,,,112109,112669,560,True
024,1.0,1_4,A,8.0,,,En aan de onderkant een...,,And at the bottom a...,,,,08E,,,08E,,112960,113600,640,True
024,1.0,1_5,B,5.0,,,Deze heeft op de bovenkant een balkje.,,This one has a bar on the top.,,,05A,05A,,,05A,,126600,127240,640,True
024,1.0,1_5,B,5.0,,,En dan aan de zijkanten...,,And then on the sides...,,,05E,05D,,,05D,05E,129803,130083,280,True
024,1.0,1_5,B,5.0,,,,,,,,,05D,,,05D,,135575,136470,895,True
024,1.0,1_5,B,5.0,,,Halve cilin-,,Half cilin-,,,,05D,,,05D,,138649,138909,260,True
024,1.0,1_5,B,5.0,,,Je hebt dan wat er nog uitsteekt aan...,,You then have what's left sticking out to...,,,,05C,,,05C,,145190,145370,180,True
024,1.0,1_5,B,5.0,,,"Zeg maar, de voorkant zit een soort driehoekig balkje.",,"Say, the front is a kind of triangular bar.",,,,05C,,,05C,,150040,150800,760,True
024,1.0,1_5,B,5.0,,,En daarboven nog een smalle cilinder die daarop staat.,,And above that another narrow cylinder standing on it.,,,,05B-REP,,,05B,,152680,152880,200,True
024,1.0,1_5,B,5.0,,"O ja, is is het een soort kapje aan de linkerkant?",,"Oh yes, is it some kind of cap on the left side?",,05E,,,,05E,,,,159600,159920,320,True
024,1.0,1_6,A,10.0,,Ik vond het een beetje op zout of peper potten lijken aan de zijkanten.,,I thought it looked a bit like salt or pepper pots on the sides.,,,10A+10B-REP,,,10A+10B,,,,173800,174800,1000,True
024,1.0,1_6,A,10.0,,En een soort jumpboard ofzo.,,And some kind of jump board or something.,,10D,10C,,,10C,10D,,,180200,181400,1200,True
024,1.0,1_6,A,10.0,,"O, je kan het ook zien als een soort omgedraaide Y",,"Oh, you can also think of it as a kind of inverted Y",,,10C,,,10C,,,,187240,188120,880,True
024,1.0,1_6,A,10.0,,Zeg maar de letter Y,Omgedraaid ei...,Say the letter Y,Flipped egg...,,other,,,10_other,,,,190920,191360,440,True
024,1.0,1_6,A,10.0,,Als je die dan omdraait.,,If you then turn those over.,,,other,,,10_other,,,,192040,192515,475,True
024,1.0,1_6,A,10.0,,,Ik dacht m-,,I thought m-,,,10D,,,,10D,,196587,196975,388,True
024,1.0,1_7,B,1.0,,,Ik vond deze een beetje op een soort robot met twee hele uitstulpige ogen lijken.,,I thought this one looked a bit like some kind of robot with two very bulging eyes.,,,01C,01C,,,01C,,209320,210280,960,True
024,1.0,1_8,A,12.0,,"Ja, ik vond het een beetje op een Packman-achtig iets lijken aan de zijkant links.",,"Yes, I thought it looked a bit like a Packman-like thing on the side on the left.",,,12B,,,12B,,,,227947,228507,560,True
024,1.0,1_8,A,12.0,,,,,,,12C,,,12C,,,,235087,235367,280,True
024,1.0,1_8,A,12.0,,Een een balkje dat steeds breder wordt,,A bar that keeps getting wider,,,12C-REP,,,12C,,,,236567,236947,380,True
024,1.0,1_9,B,3.0,,,"Alleen dan, zeg maar de...",,"Only then, say the...",,,,03C,,,03C,,252880,253120,240,True
024,1.0,1_9,B,3.0,,,Steel van de wijnglas die is een beetje gedraaid.,,Stem of the wine glass that is a little twisted.,,,,03C,,,03C,,255320,255960,640,True
024,1.0,1_9,B,3.0,,,,,,,,,other,,,03_other,,258920,259279,359,True
024,1.0,1_9,B,3.0,,,"Ja, twee vierkanten en één",,"Yes, two squares and one",,,,03E,,,03E,,260880,261200,320,True
024,1.0,1_9,B,3.0,,,"Maar hij heeft zeg maar gewoon zo'n onderkant, zo'n soort steel",,"But he has, say, just such a bottom, such a kind of stem",,,03D,03D,,,03D,,262526,263146,620,True
024,1.0,1_9,B,3.0,,,"Maar hij heeft zeg maar gewoon zo'n onderkant, zo'n soort steel",,"But he has, say, just such a bottom, such a kind of stem",,,03C,03C,,,03C,,263820,264360,540,True
024,1.0,1_10,A,16.0,,"Ja, er zitten vier uitsteeksels die los van elkaar zijn.",,"Yes, there are four protrusions that are separate from each other.",,,16B,,,16B,,,,278757,279017,260,True
024,1.0,1_10,A,16.0,,"Ja, er zitten vier uitsteeksels die los van elkaar zijn.",,"Yes, there are four protrusions that are separate from each other.",,,16B,,,16B,,,,279117,279692,575,True
024,1.0,1_10,A,16.0,,,,,,,16B,,,16B,,,,281425,281545,120,True
024,1.0,1_10,A,16.0,,E n vond ik een beetje op een verrekijker lijken.,,E n found I looked a bit like binoculars.,,16B,16B,,,16B,,,,284760,284800,40,True
024,1.0,1_10,A,16.0,,Die die bovenste staat rechtop,,The one on the top stands upright,,,16A,,,16A,,,,290826,291458,632,True
024,1.0,1_10,A,16.0,,Cilinder die draait.,,Cylinder turning.,,,16D,,,16D,,,,298518,299301,783,True
024,1.0,1_10,A,16.0,,Het het is het is een soort o- ovaalvormig.,"Oké, even kijken.",It it's it's kind of o- oval shaped.,"Okay, let's see.",,16A,,,16A,,,,305120,305280,160,True
024,1.0,1_10,A,16.0,,Het het is het is een soort o- ovaalvormig.,,It it's it's kind of o- oval shaped.,,,16A,,,16A,,,,306080,306240,160,True
024,1.0,1_10,A,16.0,,Die onderste staat naar links.,,That bottom one is to the left.,,,16C,,,16C,,,,310140,310500,360,True
024,1.0,1_10,A,16.0,,En de bovenste staat gewoon rechtop.,,And the top one just stands up straight.,,,16A,,,16A,,,,314680,315360,680,True
024,1.0,1_10,A,16.0,,,Je hebt inderdaad een soort liggende toren aan de rechterkant.,,"Indeed, you have a sort of reclining tower on the right.",,,,16B,,,16B,,319240,319880,640,True
024,1.0,1_10,A,16.0,,,"Aan, zeg maar, helemaal links een soort buis.",,"To, say, the far left a kind of tube.",,,16D,,,,16D,,323635,323828,193,True
024,1.0,1_10,A,16.0,,,"En dan twee keer dezelfde die erboven en aan de zijkant weer zit, dan.",,"And then twice the same one sitting above and to the side again, then.",,,,16A,,,16A,,326198,326318,120,True
024,1.0,1_10,A,16.0,,,"En dan twee keer dezelfde die erboven en aan de zijkant weer zit, dan.",,"And then twice the same one sitting above and to the side again, then.",,,,16C-REP,,,16C,,326894,327752,858,True
024,1.0,1_11,B,7.0,,,Die zit een beetje aan een soort kindertafeltje.,,Who is kind of sitting at a kind of children's table.,,,07B,07B,,,07B,,340600,341600,1000,True
024,1.0,1_11,B,7.0,,,,,,,,07B,07B,,,07B,,344040,344850,810,True
024,1.0,1_11,B,7.0,,,"ja, vierkant omheen met twee, zeg maar, pootjes.",,"Yes, square around it with two, say, legs.",,,07C,07C,,,07C,,345335,345555,220,True
024,1.0,1_11,B,7.0,,,"ja, vierkant omheen met twee, zeg maar, pootjes.",,"Yes, square around it with two, say, legs.",,,07C,07C,,,07C,,346547,346847,300,True
024,1.0,1_11,B,7.0,,,En dan op de tafel staat een...,,And then on the table is a...,,,,07A,,,07A,,348622,348802,180,True
024,1.0,1_11,B,7.0,,,"ja, zo'n vierkant dat, zeg maar, klein begint maar groter wordt.",,"Yes, such a square that, say, starts small but gets bigger.",,,07A,07A,,,07A,,352960,353320,360,True
024,1.0,1_11,B,7.0,,,"ja, zo'n vierkant dat, zeg maar, klein begint maar groter wordt.",,"Yes, such a square that, say, starts small but gets bigger.",,,07A,07A,,,07A,,354202,354442,240,True
024,1.0,1_11,B,7.0,,,,,,,,07A,07A,,,07A,,355113,356233,1120,True
024,1.0,1_11,B,7.0,,,"Ja, een soort piramide, zal ik maar zeggen, maar dan omgedraaid.",,"Yes, a kind of pyramid, I will say, but flipped.",,,,07A,,,07A,,356760,357280,520,True
024,1.0,1_11,B,7.0,,,En dan daarachter nog een klein haakje.,,And then behind that another small hook.,,,,07D,,,07D,,360456,361018,562,True
024,1.0,1_12,A,2.0,,Driehoekig tentje.,,Triangular tent.,,,02A,,,02A,,,,375291,375871,580,True
024,1.0,1_13,B,9.0,,,"want hij heeft, zeg maar, een soort van zo'n, zo'n neus die Pinocchio ook heeft.",,"because he has, say, a kind of one of those, such a nose that Pinocchio also has.",,,,09C,,,09C,,392646,392846,200,True
024,1.0,1_13,B,9.0,,,"want hij heeft, zeg maar, een soort van zo'n, zo'n neus die Pinocchio ook heeft.",,"because he has, say, a kind of one of those, such a nose that Pinocchio also has.",,,,09C,,,09C,,393166,393505,339,True
024,1.0,1_13,B,9.0,,,"want hij heeft, zeg maar, een soort van zo'n, zo'n neus die Pinocchio ook heeft.",,"because he has, say, a kind of one of those, such a nose that Pinocchio also has.",,,,09C,,,09C,,394040,394600,560,True
024,1.0,1_13,B,9.0,,,En dan zo'n cirkel en nog zo'n knuppel en aan de bovenkant.,,And then such a circle and another such bat and at the top.,,,,09D,,,09D,,396680,397080,400,True
024,1.0,1_13,B,9.0,,,En dan zo'n cirkel en nog zo'n knuppel en aan de bovenkant.,,And then such a circle and another such bat and at the top.,,,,09A,,,09A,,397100,397760,660,True
024,1.0,1_13,B,9.0,,"Ja, en ook een soort nek had die toch?",,"Yes, and also had some kind of neck, right?",,09B,,,,09B,,,,400200,400600,400,True
024,1.0,1_14,A,14.0,,,,,,14C,,,,14C,,,,418240,418600,360,True
024,1.0,1_14,A,14.0,,En het heeft twee van die armen.,,And it has two of those arms.,,14D,14B,,,14B,14D,,,426360,427080,720,True
024,1.0,1_14,A,14.0,,En een en een cilinder...,,And one and a cylinder...,,,14A,,,14A,,,,428187,428707,520,True
024,1.0,1_14,A,14.0,,Of een bal.,,Or a ball.,,,14A,,,14A,,,,428907,429267,360,True
024,1.0,1_15,B,11.0,,,want hij heeft zo'n zo'n neus.,,Because he has such a so-so nose.,,,,11B,,,11B,,445678,445885,207,True
024,1.0,1_15,B,11.0,,,Zo'n clo- zo'n ronde clownsneus.,,Such a clo-so round clown nose.,,,,11B,,,11B,,447186,447669,483,True
024,1.0,1_15,B,11.0,,,En dan heeft hij op zijn hoofd heeft hij twee dingen staan.,,And then on his head he has two things.,,,11D,11A,,,11A,11D,453776,454476,700,True
024,1.0,1_15,B,11.0,,,"Maar de ene lijkt meer op een soort kegel van bowlen, maar dan omgedraaid.",,"But one looks more like a kind of bowling pin, but flipped.",,,,11D,,,11D,,459762,460123,361,True
024,1.0,1_15,B,11.0,,,En de andere is gewoon een...,,And the other is just a...,,,,11A-REP,,,11A,,461352,461552,200,True
024,1.0,1_16,A,4.0,,Een soort is-teken rechts.,,A kind of is-sign on the right.,,,04B,,,04B,,,,478840,479340,500,True
024,1.0,1_16,A,4.0,,Links da- had ik dan...,,Left da- had me then...,,04D,,,,04D,,,,483491,483691,200,True
024,1.0,1_16,A,4.0,,Dacht ik dat het een soort veer was.,,Thought it was some kind of spring.,,04D,,,,04D,,,,484864,485004,140,True
024,1.0,1_16,A,4.0,,Dacht ik dat het een soort veer was.,,Thought it was some kind of spring.,,04D,,,,04D,,,,485591,485907,316,True
024,1.0,1_16,A,4.0,,Onder zit nog een kleine...,,Underneath is another small...,,,04C,,,04C,,,,488173,489130,957,True
024,1.0,1_16,A,4.0,,,,,,,04C,,,04C,,,,490040,491200,1160,True
024,1.0,1_16,A,4.0,,En boven zit een een driehoekje.,,And above is a a triangle.,,,04A,,,04A,,,,492400,492920,520,True
024,1.0,1_16,A,4.0,,,met zo'n...,,With such a...,,,04A,04A,,,04A,,502530,502830,300,True
024,2.0,2_1,B,14.0,,,"Ja, nu hebben we volgens mij wel weer herhalingen.",,"Yes, now I think we do have repeats again.",,,,other-REP,,,14_other,,509100,509480,380,True
024,2.0,2_1,B,14.0,,,maar ik had daar een andere bij,,but I had another one with that,,,,14A,,,14A,,514442,514782,340,True
024,2.0,2_1,B,14.0,,,"met die bol op het hoofd, en dan zo'n...",,"with that bulb on the head, and then such a...",,,,14C,,,14C,,515840,516607,767,True
024,2.0,2_1,B,14.0,,Nu heb jij weer een...,,Now you have another...,,,other,,,14_other,,,,518320,518799,479,True
024,2.0,2_1,B,14.0,,,Deze hebben we volgens mij...,,This one I think we have...,,,,other,,,14_other,,523900,524840,940,True
024,2.0,2_1,B,14.0,,,met die bol erop,,with that sphere on it,,,,14A,,,14A,,529793,530025,232,True
024,2.0,2_1,B,14.0,,"Ja, ze is nu een andere.",En die...,"Yes, she's another one now.",And those...,,,,14C,,,14C,,530920,531320,400,True
024,2.0,2_1,B,14.0,,,"Ja, die daar staat nou een vierkant omheen.",,"Yes, that one there is now a square around it.",,,,other,,,14_other,,536400,537160,760,True
024,2.0,2_1,B,14.0,,,We moeten het volgens mij nou gewoon weer opnieuw doen met dezelfde plaatjes.,,We now just have to do it all over again with the same pictures in my opinion.,,,,other,,,14_other,,538480,538800,320,True
024,2.0,2_2,A,11.0,,Een soort v-tje aan de zijkant.,,A kind of v-t on the side.,,,11C,,,11C,,,,551317,551850,533,True
024,2.0,2_2,A,11.0,,Een soort v-tje aan de zijkant.,,A kind of v-t on the side.,,,11C,,,11C,,,,552427,552827,400,True
024,2.0,2_2,A,11.0,,Doorgetrokken is.,,Continued.,,,11C,,,11C,,,,554162,554462,300,True
024,2.0,2_2,A,11.0,,Aan de rechterkant zit een bol.,,On the right side is a sphere.,,,11B,,,11B,,,,557760,558480,720,True
024,2.0,2_2,A,11.0,,Een soort kegel van bowlen.,,A kind of bowling cone.,,,11D,,,11D,,,,562000,562520,520,True
024,2.0,2_2,A,11.0,,,"Ja, dat is *1*.",,"Yes, that's *1*.",,11A,,,11A,,,,564160,564600,440,True
024,2.0,2_3,B,2.0,,,Dit is diegene met een soort piramide,,This is the one with a kind of pyramid,,,02A,02A,,,02A,,569360,569640,280,True
024,2.0,2_3,B,2.0,,,"en dan liggend zo'n wijnfles, zeg maar, aan de zijkant.",,"And then lying such a wine bottle, say, on the side.",,,02D,,,,02D,,572560,572840,280,True
024,2.0,2_3,B,2.0,,,"en dan liggend zo'n wijnfles, zeg maar, aan de zijkant.",,"And then lying such a wine bottle, say, on the side.",,,02D,,,,02D,,574040,574480,440,True
024,2.0,2_3,B,2.0,,,"En dan met zo'n, ja,",,"And then with such a, yes,",,,,02B,,,02B,,576840,577880,1040,True
024,2.0,2_3,B,2.0,,,vierkant die steeds smaller wordt.,,square that becomes narrower and narrower.,,,,02B,,,02B,,579920,580140,220,True
024,2.0,2_3,B,2.0,,,vierkant die steeds smaller wordt.,,square that becomes narrower and narrower.,,,,02B,,,02B,,581381,581621,240,True
024,2.0,2_3,B,2.0,,,"In ieder geval diegene met gewoon die piramide op het hoofd, zal ik maar zeggen.",,"At least the ones with just that pyramid on the head, I will say.",,,02A,02A,,,02A,,583589,583847,258,True
024,2.0,2_4,A,7.0,,Kleuter eettafeltje.,,Toddler dining table.,,07B,07B,,,07B,,,,595280,595720,440,True
024,2.0,2_4,A,7.0,,Kleuter eettafeltje.,,Toddler dining table.,,07C,07C,,,07C,,,,595919,596169,250,True
024,2.0,2_4,A,7.0,,Met dat ding daar achter nog.,"Oh, dat is...",With that thing back there still.,"Oh, that's...",,07D,,,07D,,,,601362,601930,568,True
024,2.0,2_5,B,12.0,,,met Pac-Man.,,With Pac-Man.,,,12B,,,,12B,,606849,607059,210,True
024,2.0,2_5,B,12.0,,,het vierkantje die steeds groter wordt.,,the square that keeps getting bigger.,,,12A,,,,12A,,609709,609920,211,True
024,2.0,2_6,A,13.0,,Vier ruitjes aan beide kanten.,,Four checks on each side.,,,13A,,,13A,,,,617442,617640,198,True
024,2.0,2_6,A,13.0,,Vier ruitjes aan beide kanten.,,Four checks on each side.,,,13A,,,13A,,,,618009,618389,380,True
024,2.0,2_6,A,13.0,,Met een cilinder op het gezicht.,,With a cylinder on its face.,,,13B,,,13B,,,,620458,620918,460,True
024,2.0,2_6,A,13.0,,En een vlakte onder.,"Ja, dat is...",And a plain below.,"Yeah, that's...",,13D,,,13D,,,,622721,623360,639,True
024,2.0,2_7,B,16.0,,,Hij heeft op de bovenkant hetzelfde als wat hij op de zijkant heeft staan.,,He has on the top the same thing he has on the side.,,,,16A,,,16A,,630032,630332,300,True
024,2.0,2_7,B,16.0,,,Hij heeft op de bovenkant hetzelfde als wat hij op de zijkant heeft staan.,,He has on the top the same thing he has on the side.,,,16C,,,,16C,,631658,631858,200,True
024,2.0,2_8,A,15.0,,Aan de zijkant heeft die een soort L-vorm.,,"On the side, it has a kind of L-shape.",,15D,,,,15D,,,,647920,648520,600,True
024,2.0,2_8,A,15.0,,Voor een cilinder die naar beneden gaat.,,For a cylinder going down.,,,15B,,,15B,,,,650609,651069,460,True
024,2.0,2_8,A,15.0,,E- een vierkant vlak.,,E- a square plane.,,,15C,,,15C,,,,657555,658235,680,True
024,2.0,2_8,A,15.0,,En boven zit...,,And upstairs sits...,,,15A,,,15A,,,,661960,662480,520,True
024,2.0,2_8,A,15.0,,Een soort L-vorm.,,A kind of L-shape.,,,15D,,,15D,,,,668480,668920,440,True
024,2.0,2_8,A,15.0,,Aan de linkerkant.,"Die gaat en dan gaat de L, die gaat omhoog, zeg maar.",On the left.,"That goes and then the L, it goes up, so to speak.",,,15D,,,,15D,,670037,670363,326,True
024,2.0,2_8,A,15.0,,,"Die gaat en dan gaat de L, die gaat omhoog, zeg maar.",,"That goes and then the L, it goes up, so to speak.",,,15D,,,,15D,,671392,671714,322,True
024,2.0,2_9,B,8.0,,,"Is met twee ruiten op het hoofd, zeg maar",,"Is with two diamonds on the head, say",,,08A,08A,,,08A,,685378,685628,250,True
024,2.0,2_9,B,8.0,,,of op de bovenkant.,,or on top.,,,,08A,,,08A,,687370,687635,265,True
024,2.0,2_9,B,8.0,,,,,,,,08B,08B,,,08B,,689960,690760,800,True
024,2.0,2_9,B,8.0,,,met die twee buizen er,,with those two tubes there,,,,08E,,,08E,,694971,695542,571,True
024,2.0,2_9,B,8.0,,,En dan nog een... Eentje die eruit steekt.,,And then another -- one that sticks out.,,,,08C,,,08C,,699560,699840,280,True
024,2.0,2_10,A,1.0,,D- die wijst naar links.,,D- which points to the left.,,01C,,,,01C,,,,711280,711840,560,True
024,2.0,2_10,A,1.0,,Voor zit een vierkant.,,In front is a square.,,,01B,,,01B,,,,714080,714720,640,True
024,2.0,2_10,A,1.0,,"En een soort paddenstoel, dacht ik.",,"And some kind of mushroom, I thought.",,,01A,,,01A,,,,717377,717605,228,True
024,2.0,2_12,A,9.0,,Het heeft een nek.,,It has a neck.,,,09B,,,09B,,,,740760,741120,360,True
024,2.0,2_12,A,9.0,,En een cilinder die naar links wijst.,,And a cylinder pointing to the left.,,09C,,,,09C,,,,742440,742800,360,True
024,2.0,2_12,A,9.0,,Een cirkel boven.,"Ja, dat is",A circle above.,"Yes, that is",,09D,,,09D,,,,745835,746195,360,True
024,2.0,2_13,B,10.0,,,en de zonnepaneel of hoe je het ook wil...,,and the solar panel or however you want it....,,,,10D,,,10D,,753657,753817,160,True
024,2.0,2_14,A,5.0,,Dit zien we dat soort kapje aan de linkerkant.,,This we see that kind of cap on the left side.,,05E,,,,05E,,,,760192,760560,368,True
024,2.0,2_14,A,5.0,,En een driehoek die doorgetrokken is aan de rechterkant.,,And a triangle extended on the right side.,,,05C,,,05C,,,,767480,767700,220,True
