Begin Time - msec,End Time - msec,Duration - msec,A_LH_gesture,A_RH_gesture,B_LH_gesture,B_RH_gesture,File,File Path,A_RH_gesture_lexaff,B_RH_gesture_deixis,B_RH_gesture_beat,A_LH_gesture_comments,B_speech_eng,B_LH_gesture_pragmaticality,correct_answer,accuracy,trial,A_RH_gesture_pragmaticality,B_LH_gesture_lexaff,A_speech,screens,A_RH_gesture_iconicity,A_speech_eng,A_RH_gesture_comments,given_answer,A_LH_gesture_beat,comments,A_LH_gesture_iconicity,B_LH_gesture_beat,director,A_RH_gesture_beat,A_LH_gesture_referent,A_RH_gesture_deixis,B_speech,B_RH_gesture_iconicity,A_RH_gesture_referent,A_LH_gesture_deixis,target,B_RH_gesture_lexaff,round,B_LH_gesture_comments,B_RH_gesture_comments,B_RH_gesture_referent,B_LH_gesture_iconicity,B_LH_gesture_deixis,A_LH_gesture_pragmaticality,A_LH_gesture_lexaff,B_LH_gesture_referent,B_RH_gesture_pragmaticality,pair,gesturer,iconic_a,iconic_b,iconic
332872,333372,500,,gesture,,,019.eaf,,,,,,"Yes, yes, and there's still...",,B,,1_11,,,"Zo, met zo'n eh",,1.0,"So, with such an um",unsure,,,,,,B,,,,"Ja, ja, en er zit nog wel...",,10D,,10.0,,1.0,,,,,,,,,,019,A,True,False,True
333722,334422,700,,,gesture,,019.eaf,,,,,,"Yes, yes, and there's still...",,B,,1_11,,,,,,,,,,,,,B,,,,"Ja, ja, en er zit nog wel...",,,,10.0,,1.0,,,,1.0,,,,10C,,019,B,False,True,True
338046,338666,620,gesture,gesture,,,019.eaf,,,,,,,,B,,1_11,,,En dan een staaf met aan het uiteinde twee bolletjes van die staaf.,,1.0,And then a rod with two balls of that rod at the end.,,,,,1.0,,B,,10E+10F,,,,10E+10F,,10.0,,1.0,,,,,,,,,,019,A,True,False,True
339894,342046,2152,,,gesture,gesture,019.eaf,,,,,,"Yes, and on one side it sticks out a little further than on the other side.",,B,,1_11,,,,,,,,,,,,,B,,,,"Ja, en aan de ene kant steekt hij iets verder uit dan aan de andere kant.",1.0,,,10.0,,1.0,,,10A+10B,1.0,,,,10E+10F,,019,B,False,True,True
348019,348779,760,gesture,gesture,,,019.eaf,,,,,,The boat.,,8,,1_12,,,"Zeg maar, een boot.",,1.0,"Say, a boat.",,,,,1.0,,A,,05E,,De boot.,,05D,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
349793,350073,280,gesture,gesture,,,019.eaf,,,,,,,,8,,1_12,,,"Zeg maar, voor zich heeft hij, als het ware, een ja kleine staaf.",,1.0,"Say, in front of him he has, as it were, a yes small rod.",,,,,1.0,,A,,05C,,,,05C,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
351881,352921,1040,gesture,gesture,,,019.eaf,,,,,,,,8,,1_12,,,"Zeg maar, voor zich heeft hij, als het ware, een ja kleine staaf.",,1.0,"Say, in front of him he has, as it were, a yes small rod.",,,,,1.0,,A,,05C,,,,05C,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
353583,355634,2051,,gesture,,,019.eaf,,,,,,,,8,,1_12,,,En dan daaruit komt ook weer zo'n staaf omhoog.,,1.0,And then from that also such a rod comes up again.,,,,,,,A,,,,,,05B,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
359717,361257,1540,gesture,gesture,,,019.eaf,,,,,,,,8,,1_12,,,"En bovenop heeft hij ehm eh, zeg maar, een lange staaf op zich.",,1.0,"And on top he has um um um, say, a long rod on him.",,,,,1.0,,A,,05A,,,,05A,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
361480,361800,320,gesture,gesture,,,019.eaf,,,,,,,,8,,1_12,,,"Het zit best wel hoog, volgens mij.",,1.0,"It sits pretty high, in my opinion.",,,,,1.0,,A,,05A,,,,05A,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
364080,365723,1643,gesture,gesture,,,019.eaf,,,,,,Eh,,8,,1_12,,,"En twee, ja, ieniemienie-vleugels.",,1.0,"And two, yes, teeny-tiny wings.",,,,,1.0,,A,,05E,,Eh,,05D,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
365833,366353,520,gesture,gesture,,,019.eaf,,,,,,,,8,,1_12,,,,,1.0,,,,,,1.0,,A,,05E,,,,05D,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
366597,368639,2042,gesture,gesture,,,019.eaf,,,,,,,,8,,1_12,,,"Het zijn niet echt vleugels, maar zo...",,1.0,"They are not really wings, but so...",,,,,1.0,,A,,05E,,,,05D,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
375077,376038,961,,,gesture,non-gesture,019.eaf,,,,,,"Oh, yes, yes he has right on top a sort of cockscomb.",,8,,1_12,,,,,,,,,,,,,A,,,,"Oh, ja, ja hij heeft recht bovenop een soort van hanenkam.",,,,5.0,,1.0,,,,1.0,,,,05A,,019,B,False,True,True
376597,377697,1100,,,gesture,non-gesture,019.eaf,,,,,,"Such a triangle, such a rectangular thingy.",,8,,1_12,,,,,,,,,,,,,A,,,,"Zo'n driehoek, zo'n rechthoekig dingetje.",,,,5.0,,1.0,,,,1.0,,,,05A,,019,B,False,True,True
379910,380230,320,,gesture,,,019.eaf,,,,,,,,8,,1_12,,,"Ja, ja, geen, ja echt een rechthoek is het.",,1.0,"Yes, yes, no, yes really a rectangle it is.",,,,,,,A,,,,,,05A,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
381830,382550,720,gesture,gesture,,,019.eaf,,,,,,And then at the front...,1.0,8,,1_12,,,"Of nee, een meer een ja een lange staaf.",,1.0,"Or no, a more a yes a long rod.",,,,,1.0,,A,,05A,,En dan aan de voorkant...,,05A,,5.0,,1.0,,,,,1.0,,,,,019,A,True,False,True
385339,385839,500,,,gesture,,019.eaf,,,,,,And at the front is one of those kind of triangles with another small rod from it,,8,,1_12,,,,,,,,,,,,,A,,,,En aan de voorkant zit zo'n soort van driehoekje met daaruit weer een klein staafje,,,,5.0,,1.0,,,,1.0,,,,05C,,019,B,False,True,True
386403,387079,676,,,gesture,,019.eaf,,,,,,And at the front is one of those kind of triangles with another small rod from it,,8,,1_12,,,,,,,,,,,,,A,,,,En aan de voorkant zit zo'n soort van driehoekje met daaruit weer een klein staafje,,,,5.0,,1.0,,,,1.0,,,,05B-REP,,019,B,False,True,True
387633,388133,500,,,gesture,,019.eaf,,,,,,up.,,8,,1_12,,,,,,,,,,,,,A,,,,omhoog.,,,,5.0,,1.0,,,,1.0,,,,05B-rep,,019,B,False,True,True
389199,389599,400,gesture,gesture,,,019.eaf,,,,,,,,8,,1_12,,,En dan nog twee van die mini-vleugels of zo.,,1.0,And then two more of those mini wings or something.,,,,,1.0,,A,,05E,,,,05D,,5.0,,1.0,,,,,,,,,,019,A,True,False,True
404382,404828,446,,,,gesture,019.eaf,,,,,,You see on top you kind of have a one a pane pane sticking out.,,O,,1_13,,,,,,,,,,,,,B,,,,Je ziet bovenop heb je een soort van een een een ruit er uitsteken.,1.0,,,8.0,,1.0,,,08A,,,,,,,019,B,False,True,True
405528,405874,346,,,gesture,gesture,019.eaf,,,,,,,,O,,1_13,,,,,,,,,,,,,B,,,,,1.0,,,8.0,,1.0,,,08B,1.0,,,,08B,,019,B,False,True,True
406702,406942,240,,,gesture,gesture,019.eaf,,,,,,"With two of those, you know, buildings eh sticking out.",,O,,1_13,,,,,,,,,,,,,B,,,,"Met twee van die, weet je wel, gebouwen eh eruit steken.",1.0,,,8.0,,1.0,,,08B,1.0,,,,08B,,019,B,False,True,True
409436,410247,811,,,gesture,gesture,019.eaf,,,,,,Which I think kind of looks like a handlebar.,,O,,1_13,,,,,,,,,,,,,B,,,,Wat vind ik een soort van op een stuur vind lijken.,1.0,,,8.0,,1.0,,,08B,1.0,,,,08B,,019,B,False,True,True
411475,411955,480,,,,gesture,019.eaf,,,,,,So with that mug in front of it as sort of the container.,,O,,1_13,,,,,,,,,,,,,B,,,,Met daarvoor dus die mok als een soort van de bak.,1.0,,,8.0,,1.0,,unsure,main,,,,,,,019,B,False,True,True
412356,412772,416,,,gesture,gesture,019.eaf,,,,,,So with that mug in front of it as sort of the container.,,O,,1_13,,,,,,,,,,,,,B,,,,Met daarvoor dus die mok als een soort van de bak.,1.0,,,8.0,,1.0,,,main,1.0,,,,main,,019,B,False,True,True
414272,416767,2495,,,,gesture,019.eaf,,,,,,Um and out of it sticks an oblong thing.,,O,,1_13,,,Oh!,,,Oh!,,,,,,,B,,,,Eh en daaruit steekt een langwerpig ding.,1.0,,,8.0,,1.0,,,08C,,,,,,,019,B,False,True,True
419324,420244,920,,,gesture,gesture,019.eaf,,,,,,And so he also has two other uithengsel.,,O,,1_13,,,,,,,,,,,,,B,,,,En hij heeft dus ook nog twee andere uithengsel.,1.0,,,8.0,,1.0,,,08D,1.0,,,,08E,,019,B,False,True,True
422079,423002,923,,,,gesture,019.eaf,,,,,,One really sticks out the bottom and one really sticks out the right.,,O,,1_13,,,,,,,,,,,,,B,,,,Eentje steekt echt onderuit en eentje echt de rechtsuit.,1.0,,,8.0,,1.0,,,08D,,,,,,,019,B,False,True,True
425496,426036,540,,gesture,,,019.eaf,,,,,,,,O,,1_13,,,Dus achter heeft hij een soort van plat vierkant waar twee van die gebouwen tegenaan staan.,,1.0,So in the back he has a kind of flat square where two of those buildings are against it.,,,,,,,B,,,,,,08A,,8.0,,1.0,,,,,,,,,,019,A,True,False,True
426673,427375,702,gesture,gesture,,,019.eaf,,,,,,,,O,,1_13,,,Dus achter heeft hij een soort van plat vierkant waar twee van die gebouwen tegenaan staan.,,1.0,So in the back he has a kind of flat square where two of those buildings are against it.,,,,,1.0,,B,,08B,,,,08B,,8.0,,1.0,,,,,,,,,,019,A,True,False,True
427715,427915,200,gesture,gesture,,,019.eaf,,,,,,,,O,,1_13,,,Dus achter heeft hij een soort van plat vierkant waar twee van die gebouwen tegenaan staan.,,1.0,So in the back he has a kind of flat square where two of those buildings are against it.,,,,,1.0,,B,,08B,,,,08B,,8.0,,1.0,,,,,,,,,,019,A,True,False,True
429901,430201,300,gesture,gesture,,,019.eaf,,,,,,,,O,,1_13,,,En dan een neus eigenlijk en twee van die gekke uitsteksels.,,1.0,And then a nose actually and two of those crazy protrusions.,,,,,1.0,,B,,08C,,,,08C,,8.0,,1.0,,,,,,,,,,019,A,True,False,True
430479,431079,600,gesture,gesture,,,019.eaf,,,,,,,,O,,1_13,,,En dan een neus eigenlijk en twee van die gekke uitsteksels.,,1.0,And then a nose actually and two of those crazy protrusions.,,,,,1.0,,B,,08E,,,,08D,,8.0,,1.0,,,,,,,,,,019,A,True,False,True
438020,438340,320,gesture,gesture,,,019.eaf,,,,,,,,13,,1_14,,,,,1.0,,,,,,1.0,,A,,main,,,,main,,13.0,,1.0,,,,,,,,,,019,A,True,False,True
439187,439547,360,,gesture,,,019.eaf,,,,,,,,13,,1_14,,,"Ja, dit is het enige kopje die ergens op staat.",,1.0,"Yes, this is the only headline that is on something.",,,,,,,A,,,,,,main,,13.0,,1.0,,,,,,,,,,019,A,True,False,True
440099,440359,260,gesture,gesture,,,019.eaf,,,,,,,,13,,1_14,,,En dat vind ik op een zwembad lijken met zo'n trappetje.,,1.0,And I think that looks like a pool with one of those steps.,,,,,1.0,,A,,13D,,,,13D,,13.0,,1.0,,,,,,,,,,019,A,True,False,True
441219,441659,440,,gesture,,,019.eaf,,,,,,,,13,,1_14,,,En dat vind ik op een zwembad lijken met zo'n trappetje.,,1.0,And I think that looks like a pool with one of those steps.,,,,,,,A,,,,,,13E,,13.0,,1.0,,,,,,,,,,019,A,True,False,True
443056,443839,783,gesture,gesture,,,019.eaf,,,,,,,,13,,1_14,,,En hij heeft zo'n ketting van rondjes achter zich.,,1.0,And he has such a chain of laps behind him.,,,,,1.0,,A,,13A,,,,13A,,13.0,,1.0,,,,,,,,,,019,A,True,False,True
445375,446055,680,,,,gesture,019.eaf,,,,,,"Yes, and that gr- it eh it eh the circle at the front.",,13,,1_14,,,,,,,,,,,,,A,,,,"Ja, en die gr- het eh het eh de cirkel aan de voorkant.",1.0,,,13.0,,1.0,,,13B,,,,,,,019,B,False,True,True
446579,447319,740,,,,gesture,019.eaf,,,,,,"Yes, and that gr- it eh it eh the circle at the front.",,13,,1_14,,,,,,,,,,,,,A,,,,"Ja, en die gr- het eh het eh de cirkel aan de voorkant.",1.0,,,13.0,,1.0,,,13B,,,,,,,019,B,False,True,True
446766,447406,640,,gesture,,,019.eaf,,,,,,"Yes, and that gr- it eh it eh the circle at the front.",,13,,1_14,,,,,1.0,,,,,,,,A,,,,"Ja, en die gr- het eh het eh de cirkel aan de voorkant.",1.0,13B,,13.0,,1.0,,,13B,,,,,,,019,A,True,True,True
454693,455113,420,,,gesture,,019.eaf,,,,,,Um this I really ehm this I really think is a face with kind of a nose with a huge piercing through it.,,F,,1_15,,,,,,,,,,,,,B,,,,Eh dit vind ik echt ehm dit vind ik echt een gezicht met een soort van neus met een enorme piercing erdoor.,,,,6.0,,1.0,,,,1.0,,,,06B,,019,B,False,True,True
455792,455912,120,,,gesture,gesture,019.eaf,,,,1.0,,Um this I really ehm this I really think is a face with kind of a nose with a huge piercing through it.,,F,,1_15,,,,,,,,,,,,1.0,B,,,,Eh dit vind ik echt ehm dit vind ik echt een gezicht met een soort van neus met een enorme piercing erdoor.,1.0,,,6.0,,1.0,,,06D,1.0,,,,06D,,019,B,False,True,True
457141,457401,260,,,,gesture,019.eaf,,,,,,And on top he has one strand of hair.,,F,,1_15,,,,,,,,,,,,,B,,,,En bovenop heeft hij één haarsprietje.,1.0,,,6.0,,1.0,,,06A-REP,,,,,,,019,B,False,True,True
457821,458061,240,,,,gesture,019.eaf,,,,,,And on top he has one strand of hair.,,F,,1_15,,,,,,,,,,,,,B,,,,En bovenop heeft hij één haarsprietje.,1.0,,,6.0,,1.0,,,06A-rep,,,,,,,019,B,False,True,True
464226,464426,200,non-gesture,gesture,,,019.eaf,,,,,,,,F,,1_15,,,"Oh, die ene met een soort s- een soort spijker door de neus.",,1.0,"Oh, the one with a kind of s- a kind of nail through the nose.",,,,,,,B,,,,,,06D,,6.0,,1.0,,,,,,,,,,019,A,True,False,True
473130,474260,1130,gesture,gesture,,,019.eaf,,,,,,,,5,,1_16,,,Het is ook die ander met een dienblad.`,,1.0,It is also the other one with a tray.`,,,,,1.0,,A,,15C-REP,,,,15C-REP,,15.0,,1.0,,,,,,,,,,019,A,True,False,True
474432,475790,1358,gesture,gesture,,,019.eaf,,,,,,,,5,,1_16,,,,,1.0,,,,,,1.0,,A,,15C-rep,,,,15C-rep,,15.0,,1.0,,,,,,,,,,019,A,True,False,True
476479,477339,860,gesture,gesture,,,019.eaf,,,,,,,,5,,1_16,,,En twee twee sprietjes bovenop.,,1.0,And two twin sprites on top.,,,,,1.0,,A,,15A,,,,15A,,15.0,,1.0,,,,,,,,,,019,A,True,False,True
478859,479079,220,,gesture,,,019.eaf,,,,,,"Yes, top.",,5,,1_16,,,En...,,1.0,And.,might be aborted,,,,,,A,,,,"Ja, top.",,15D,,15.0,,1.0,,,,,,,,,,019,A,True,False,True
487794,488154,360,,,gesture,gesture,019.eaf,,,,,,"Oh, then now we have again ehm that one that's on that triangle.",,K,,2_1,,,,,,,,,,,,,B,,,,"Oh, dan hebben we nu weer ehm dat ene dat op dat driehoek staat.",1.0,,,3.0,,2.0,,,03D,1.0,,,,03D,,019,B,False,True,True
490022,490802,780,,,gesture,gesture,019.eaf,,,,,,Um with sort of on legs with a...,,K,,2_1,,,,,,,,,,,,,B,,,,Ehm met een soort van op benen met een...,1.0,,,3.0,,2.0,,,03C,1.0,,,,03D,,019,B,False,True,True
492509,492872,363,,,gesture,gesture,019.eaf,,,,,,"Yes, that little triangle with a piece in between.",,K,,2_1,,,,,,,,,,,,,B,,,,"Ja, dat driehoekje met een stukje ertussen.",1.0,,,3.0,,2.0,,,03D,1.0,,,,03D,,019,B,False,True,True
493347,493847,500,,,gesture,gesture,019.eaf,,,,,,"Yes, that little triangle with a piece in between.",,K,,2_1,,,,,,,,,,,,,B,,,,"Ja, dat driehoekje met een stukje ertussen.",1.0,,,3.0,,2.0,,,03C,1.0,,,,03C,,019,B,False,True,True
494385,495624,1239,,,gesture,gesture,019.eaf,,,,,,And then comes that mug.,,K,,2_1,,,,,,,,,,,,,B,,,,En dan komt die mok.,1.0,,,3.0,,2.0,,,main,1.0,,,,main,,019,B,False,True,True
496426,496766,340,,,gesture,gesture,019.eaf,,,,,,And then with those little squares above and those,,K,,2_1,,,,,,,,,,,,,B,,,,En dan met die vierkantjes erbovenen die,1.0,,,3.0,,2.0,,,03B,1.0,,,,03A,,019,B,False,True,True
496806,497486,680,,,gesture,,019.eaf,,,,,,And then with those little squares above and those,,K,,2_1,,,,,,,,,,,,,B,,,,En dan met die vierkantjes erbovenen die,,,,3.0,,2.0,,,,1.0,,,,03E,,019,B,False,True,True
515135,515334,199,,,gesture,gesture,019.eaf,,,,,,with the rectangle.,,M,,2_3,,,,,,,,,,,,,B,,,,met het rechthoek.,1.0,,,5.0,,2.0,,,05A,1.0,,,,05A,,019,B,False,True,True
522279,523872,1593,gesture,gesture,,,019.eaf,,,,,,,,16,,2_4,,,Ehm dit is die zonnepaneel,,1.0,Um this is that solar panel,,,,,1.0,,A,,10E,,,,10A,,10.0,,2.0,,,,,,,,,,019,A,True,False,True
524685,524805,120,gesture,gesture,,,019.eaf,,,,,,,,16,,2_4,,,Met die twee rondjes.,,1.0,With those two rounds.,,,,,1.0,,A,,10F,,,,10B,,10.0,,2.0,,,,,,,,,,019,A,True,False,True
532979,533279,300,,,gesture,gesture,019.eaf,,,,,,"Ehm oh, this is again yes that mug where a semicircle comes back at the end.",,D,,2_5,,,,,,,,,,,,,B,,,,"Ehm oh, dit is weer ja die mok waar een halve cirkel aan het uiteinde achterkomt.",1.0,,,9.0,,2.0,,,main,1.0,,,,main,,019,B,False,True,True
534061,535361,1300,,,,gesture,019.eaf,,,,,,"Ehm oh, this is again yes that mug where a semicircle comes back at the end.",,D,,2_5,,,,,,,,,,,,,B,,,,"Ehm oh, dit is weer ja die mok waar een halve cirkel aan het uiteinde achterkomt.",1.0,,,9.0,,2.0,,,09D,,,,,,,019,B,False,True,True
536379,537039,660,,,,gesture,019.eaf,,,,,,"And one protrusion on top, kind of like a spoon that goes into the mug.",,D,,2_5,,,,,,,,,,,,,B,,,,"En één uitsteeksel bovenop, een soort van lepel die in de mok gaat.",1.0,,,9.0,,2.0,,,09A-REP,,,,,,,019,B,False,True,True
537099,537539,440,,,,gesture,019.eaf,,,,,,"And one protrusion on top, kind of like a spoon that goes into the mug.",,D,,2_5,,,,,,,,,,,,,B,,,,"En één uitsteeksel bovenop, een soort van lepel die in de mok gaat.",1.0,,,9.0,,2.0,,,09A-rep,,,,,,,019,B,False,True,True
537803,538023,220,,,,gesture,019.eaf,,,,,,"And one protrusion on top, kind of like a spoon that goes into the mug.",,D,,2_5,,,,,,,,,,,,,B,,,,"En één uitsteeksel bovenop, een soort van lepel die in de mok gaat.",1.0,,,9.0,,2.0,,,09A,,,,,,,019,B,False,True,True
539564,540104,540,,,gesture,gesture,019.eaf,,,,,,"And underneath that, there is also something.",,D,,2_5,,,,,,,,,,,,,B,,,,En daaronder zit ook nog iets.,1.0,,,9.0,,2.0,,,09B,1.0,,,,09B,,019,B,False,True,True
541883,542083,200,,,gesture,,019.eaf,,,,,,And then some kind of a stem attached to it.,,D,,2_5,,,,,,,,,,,,,B,,,,En dan een soort van een steel eraan vast.,,,,9.0,,2.0,,,,1.0,,,,09C,,019,B,False,True,True
558151,558991,840,,,gesture,gesture,019.eaf,,,,,,"Um oh, this is the one with the square on the front",,I,,2_7,,,,,,,,,,,,,B,,,,"Ehm oh, dit is die ene met dat vierkant aan de voorkant",1.0,,,1.0,,2.0,,,01B,1.0,,,,01B,,019,B,False,True,True
559878,560318,440,,,gesture,gesture,019.eaf,,,,,,and two buildings pointing into it,,I,,2_7,,,,,,,,,,,,,B,,,,en twee gebouwen die erin wijzen,1.0,,,1.0,,2.0,,,01C,1.0,,,,01C,,019,B,False,True,True
561557,562257,700,,,gesture,,019.eaf,,,,,,And the the mushroom on top.,,I,,2_7,,,,,,,,,,,,,B,,,,en de de paddenstoel bovenop.,,,,1.0,,2.0,,,,1.0,,,,01A,,019,B,False,True,True
575631,575891,260,gesture,gesture,non-gesture,non-gesture,019.eaf,,,,,,,,5,,2_8,,,"Zeg maar, een plat vierkant.",,1.0,"Say, a flat square.",,,,,1.0,,A,,08A,,,,08A,,8.0,,2.0,,,,,,,,,,019,A,True,False,True
576497,576897,400,gesture,gesture,non-gesture,non-gesture,019.eaf,,,,,,,,5,,2_8,,,"Twee gebouwen er tegenaan, aan de achterkant.",,1.0,"Two buildings against it, at the back.",,,,,1.0,,A,,08B,,,,08B,,8.0,,2.0,,,,,,,,,,019,A,True,False,True
580612,580892,280,,gesture,,non-gesture,019.eaf,,,,,,Um yes.,,5,,2_8,,,En dan zo'n neus en twee uitsteksels.,,1.0,And then such a nose and two protrusions.,,,,,,,A,,,,Eh ja.,,08C,,8.0,,2.0,,,,,,,,,,019,A,True,False,True
581482,581642,160,gesture,gesture,non-gesture,,019.eaf,,,,,,,,5,,2_8,,,En dan zo'n neus en twee uitsteksels.,,1.0,And then such a nose and two protrusions.,,,1.0,,1.0,,A,1.0,08E,,,,08D,,8.0,,2.0,,,,,,,,,,019,A,True,False,True
593519,593819,300,,,,gesture,019.eaf,,,,1.0,,Um this is with the elephant trunk.,,B,,2_9,,,,,,,,,,,,,B,,,,Ehm dit is met de olifantensnurf- slurf.,1.0,,,15.0,,2.0,,,15B,,,,,,,019,B,False,True,True
593859,594099,240,,,gesture,,019.eaf,,,,,,Um this is with the elephant trunk.,,B,,2_9,,,,,,,,,,,,1.0,B,,,,Ehm dit is met de olifantensnurf- slurf.,,,,15.0,,2.0,,,,1.0,,,,15B,,019,B,False,True,True
595594,596494,900,,,gesture,gesture,019.eaf,,,,,,And that little square where it hangs half a bit.,,B,,2_9,,,,,,,,,,,,,B,,,,En dat vierkantje waar die half een beetje in hangt.,1.0,,,15.0,,2.0,,,15C,1.0,,,,15C,,019,B,False,True,True
597545,598390,845,,,gesture,gesture,019.eaf,,,,,,And those two dots at the top.,,B,,2_9,,,,,,,,,,,,,B,,,,En die twee puntjes aan de bovenkant.,1.0,,,15.0,,2.0,,,15A,1.0,,,,15A,,019,B,False,True,True
603339,604519,1180,,,gesture,,019.eaf,,,,,,And then one of those kind of protrusion on the r- left on the side.,,B,,2_9,,,,,,,,,,,,,B,,,,En dan een zo'n soort van uitsteeksel  aan de r- links aan de zijkant.,,,,15.0,,2.0,,,,1.0,,,,15D,,019,B,False,True,True
609725,610785,1060,,gesture,,,019.eaf,,,,,,,,B,,2_9,,,Die wacht olifantenslurf met welke?,,1.0,That wait elephant trunk with which one?,,,,,,,B,,,,,,15A,,15.0,,2.0,,,,,,,,,,019,A,True,False,True
610962,611362,400,,,,gesture,019.eaf,,,,,,With those two dots at the top.,,B,,2_9,,,Met twee...,,,With two...,,,,,,,B,,,,Met die twee puntjes aan de bovenkant.,1.0,,,15.0,,2.0,,,15A,,,,,,,019,B,False,True,True
612980,613960,980,gesture,gesture,,,019.eaf,,,,,,And those...,,B,,2_9,,,En dan zo'n dienblad ook om zich heen.,,1.0,And then such a tray too around him.,,,,,1.0,,B,,15C,,En die...,,15C,,15.0,,2.0,,,,,,,,,,019,A,True,False,True
613817,617470,3653,,,gesture,gesture,019.eaf,,,,,,,,B,,2_9,,,En dan zo'n dienblad ook om zich heen.,,1.0,And then such a tray too around him.,,,,,1.0,,B,,15C,,,1.0,15C,,15.0,,2.0,,,15C,1.0,,,,15C,,019,B,True,True,True
621299,622619,1320,,gesture,,,019.eaf,,,,,,,,9,,2_10,,,Dit is het gebouw tegen...,,1.0,This is the building against...,,,,,,,A,,,,,,16B,,16.0,,2.0,,,,,,,,,,019,A,True,False,True
623484,624105,621,,gesture,,,019.eaf,,,,,,,,9,,2_10,,,Maar hij heeft aan de achterkant ook een olifantenslurf.,,1.0,But it also has an elephant trunk on the back.,,,,,,,A,,,,,,16D,,16.0,,2.0,,,,,,,,,,019,A,True,False,True
629877,630177,300,,,,gesture,019.eaf,,,,,,"Um oh yes, the building and the broadcast.",,9,,2_10,,,,,,,,,,,,,A,,,,"Eh oh ja, het gebouw en de uitzending.",1.0,,,16.0,,2.0,,,16B,,,,,,,019,B,False,True,True
632600,633561,961,,,,gesture,019.eaf,,,,,,"And those two ovals that are the same, right?",,9,,2_10,,,,,,,,,,,,,A,,,,"en die twee ovalen die zijn hetzelfde, toch?",1.0,,,16.0,,2.0,,,16A,,,,,,,019,B,False,True,True
632921,633281,360,,,gesture,,019.eaf,,,,,,"And those two ovals that are the same, right?",,9,,2_10,,,,,,,,,,,,,A,,,,"en die twee ovalen die zijn hetzelfde, toch?",1.0,,,16.0,,2.0,,,16A,1.0,,,,16C,,019,B,False,True,True
633545,633754,209,,,gesture,,019.eaf,,,,,,"And those two ovals that are the same, right?",1.0,9,,2_10,,,,,,,,,,,,1.0,A,,,,"en die twee ovalen die zijn hetzelfde, toch?",1.0,,,16.0,,2.0,,,16A,,,,,,,019,B,False,True,True
639283,639563,280,,,gesture,,019.eaf,,,,,,Um this is the pool with the steps and the gro- it circle in front.,,E,,2_11,,,,,,,,,,,,,B,,,,Eh dit is het zwembad met het trappetje en de de gro- het cirkel aan de voorkant.,,,,13.0,,2.0,unsure,,,1.0,,,,13E,,019,B,False,True,True
639780,640040,260,,,,gesture,019.eaf,,,,,,Um this is the pool with the steps and the gro- it circle in front.,,E,,2_11,,,,,,,,,,,,,B,,,,Eh dit is het zwembad met het trappetje en de de gro- het cirkel aan de voorkant.,1.0,,,13.0,,2.0,,unsure,13C,,,,,,,019,B,False,True,True
640549,640929,380,,,gesture,gesture,019.eaf,,,,,,Um this is the pool with the steps and the gro- it circle in front.,,E,,2_11,,,,,,,,,,,,,B,,,,Eh dit is het zwembad met het trappetje en de de gro- het cirkel aan de voorkant.,1.0,,,13.0,,2.0,,,13A,1.0,,,,13A,,019,B,False,True,True
641391,641971,580,,,,gesture,019.eaf,,,,,,Um this is the pool with the steps and the gro- it circle in front.,,E,,2_11,,,"Oh, ja.",,,"Oh, yes.",,,,,,,B,,,,Eh dit is het zwembad met het trappetje en de de gro- het cirkel aan de voorkant.,1.0,,,13.0,,2.0,,,13B,,,,,,,019,B,False,True,True
649332,649812,480,,gesture,,,019.eaf,,,,,,,,7,,2_12,,,Dit is ehm de die ober.,,1.0,This is um the that waiter.,,,,,,,A,,,,,,12A,,12.0,,2.0,,,,,,,,,,019,A,True,False,True
650283,650563,280,,gesture,,,019.eaf,,,,,,,,7,,2_12,,,Met zo'n uitsteeksel en dan nog zo'n zo'n gekke gekke vierkantstaaf of zo.,,1.0,With a protrusion like that and then another one of those crazy crazy square bars or something.,,,,,,,A,,,,,,12B,,12.0,,2.0,,,,,,,,,,019,A,True,False,True
651339,654739,3400,,gesture,,,019.eaf,,,,,,,,7,,2_12,,,Met zo'n uitsteeksel en dan nog zo'n zo'n gekke gekke vierkantstaaf of zo.,,1.0,With a protrusion like that and then another one of those crazy crazy square bars or something.,,,,,,,A,,,,,,12C,,12.0,,2.0,,,,,,,,,,019,A,True,False,True
655873,656473,600,,,gesture,,019.eaf,,,,,,"Yes, the one that has those three protrusions.",,7,,2_12,,,Ook uit een uitsteeksel.,,,Also from a protrusion.,,,,,,,A,,,,"Ja, die die die drie uitsteeksels.",,,,12.0,,2.0,,,,1.0,,,,12C,,019,B,False,True,True
